,Materials_excess,Communication Services_excess,Energy_excess,Financials_excess,Industrials_excess,Technology_excess,Consumer Staples_excess,Real Estate_excess,Utilities_excess,Health Care_excess,Consumer Discretionary_excess
2019-01-01,-0.023486176308931128,0.034756058796788114,0.036148587480771655,0.009417858984221539,0.03477943883602985,-0.012354382354073934,-0.025353550478947273,0.03404793817438012,-0.04281445373783366,-0.033528880671209516,0.01661012734700562
2019-02-01,-0.0005503880851227549,-0.036967995743954485,-0.009367935980251652,-0.010056118809273373,0.03125995675567572,0.03668570890430334,-0.014621956347527165,-0.021346671772646708,0.008672648791474113,-0.021607173833517734,-0.019269989348269956
2019-03-01,-0.005461759508055497,0.004874607099342176,-0.00030239788848573923,-0.04417915911571613,-0.030795946350535508,0.030676121551141966,0.018936693436126806,0.029867310752954124,0.006711455954646395,-0.01254493721766825,0.0193917434702231
2019-04-01,-0.005830577771920975,0.027009594932879022,-0.03774618288978071,0.04997564164504742,0.00027353309061450837,0.021648931953245132,-0.011286362618319057,-0.04498327888964582,-0.028668512819186587,-0.06895281152322086,0.012795728566254327
2019-05-01,-0.018039196521063006,0.004254198193170078,-0.047256393103092265,-0.007963892827423047,-0.012629453865131035,-0.022876605531697125,0.027382070666024938,0.07598308537658394,0.05593567020029366,0.04158851992979795,-0.01226844353587575
2019-06-01,0.044595708564961756,-0.019176648262993368,0.01964741460119135,-0.003278671226745189,0.010122150844776634,0.021138443116201167,-0.02017249309035707,-0.056183133284712916,-0.04071798057840792,-0.0029976165534200128,0.010045562912733175
2019-07-01,-0.0168276758975352,0.014112207082055628,-0.02692681483919268,0.008708708882119609,-0.010518494448567006,0.018582113384534082,0.011163130816184363,0.005419254421400899,-0.013426193475007508,-0.032050910491733475,-0.0038134073454594297
2019-08-01,-0.011539275636072821,-0.007872730635472558,-0.06651010019918657,-0.030336020292334953,-0.009728025630489245,0.001390996806145739,0.03844997962533181,0.06485892555232231,0.06762516613725456,0.010818559132082406,0.007300130068120914
2019-09-01,0.011864417407008832,-0.014973448435112169,0.01515149272492633,0.025347105401403836,0.009911464761428679,-0.002197827549444531,-0.0032437727322929266,-0.01145640056925079,0.019743879527189145,-0.019959362175289708,-0.005405761435619327
2019-10-01,-0.02196972254865548,-0.002227212597454953,-0.03881623822988145,0.0034005763825770696,-0.010129054701690343,0.015403786106433559,-0.025166560711423536,-0.020386217385014005,-0.026718176232416457,0.02880079880718389,-0.022260400359791044
2019-11-01,-0.004405957692293017,0.0021262168665403536,-0.02015276443417613,0.014324472724134507,0.008764147326047356,0.017464938879080405,-0.02246418638055281,-0.053488034841150056,-0.054875542819362244,0.01382787912485095,-0.022958797155530508
2019-12-01,-0.0010362706670830057,-0.003663024987580199,-0.004493026287213597,-0.0031253967733388954,-0.030969112291373002,0.015793160501557324,-0.008214365391968181,-0.02350344349952249,0.0008800008124678627,-0.00019937659728630486,0.00023401715198589912
2020-01-01,-0.06104410931011117,0.0028979077089950067,-0.07887523014287612,-0.02619600307280856,-0.00397982705572919,0.03880802337820488,0.006882525180620602,0.021012183772084025,0.07129754424878332,-0.020821963209527894,-0.002013891457826933
2020-02-01,-0.006032940408135845,0.020734908946829056,-0.0737161714623642,-0.03331772313299175,-0.01983579951214154,0.006155998307455168,-0.0029804884348100247,0.016968363976786027,-0.019413523060941462,0.013299219780999016,0.0034397690763025013
2020-03-01,-0.015687973944761624,0.0015398325806589286,-0.2280863306078844,-0.08701144134973837,-0.06254129239865192,0.03945887310929597,0.06928733832402578,-0.027392368805463807,0.021109885161804676,0.08647169185143522,-0.02325444109369945
2020-04-01,0.025950670376647667,0.006119461370657664,0.2032895185379997,-0.029708132481381933,-0.03704170757275671,0.009692913773963419,-0.057905778044948564,-0.031218435389370747,-0.08987753673921084,-0.0022716036510126436,0.060982856334282465
2020-05-01,0.021166782452163302,0.02673808725233262,-0.027645495860529223,-0.02044066274559886,0.006239953269349785,0.024119176624464167,-0.030996016269984716,-0.026123780445811873,-0.005207652168365939,-0.014756883215289562,0.01744879718883041
2020-06-01,0.0029554755930527588,-0.012905173419134108,-0.03675334911597905,-0.024809043913086803,0.0019456547680340996,0.05327573863335977,-0.023236650732774367,-0.008657996551960423,-0.06789073747303098,-0.04181634182717542,0.015068110632108667
2020-07-01,0.013496514338705135,0.01430667784198536,-0.09942938953311709,-0.018465425694793813,-0.014811129345044138,-0.003791476215561307,0.014016578609453045,-0.01387925786635491,0.023420837619305468,-0.004522191130398756,0.011690046382639041
2020-08-01,-0.026225011831699563,0.0184534882605365,-0.08034321823391921,-0.026933968791798213,0.01496534113626491,0.049011356008507256,-0.02386353796096996,-0.07007305582415058,-0.0957707628754646,-0.043927206901222426,0.025750844215869595
2020-09-01,0.05160067466138696,-0.01973648497748237,-0.11860645655774582,0.0017761762461039332,0.03061419448062841,-0.014161610001554026,0.01871333326557134,0.014247197267443834,0.04347547027096088,0.015602264679035471,0.020560297770375047
2020-10-01,0.01847664013481265,0.01977153077025806,-0.004261866092497235,0.017758222274272817,0.010441637007745808,-0.02690827081108138,-0.0018910906312850084,-0.004896612986555415,0.08058719975234718,-0.011352550264046357,-0.004179082047785054
2020-11-01,0.01483824698923164,-0.004046738004406691,0.17116750318635998,0.05970608869407701,0.05149788584452497,0.005060553963518233,-0.03408996109271656,-0.03996255405390281,-0.10140235899048555,-0.02929626451619094,-0.00882574858219054
2020-12-01,-0.012925520116319644,-0.0008428091850407604,-0.001634620489673555,0.024741803737726276,-0.026739754209012867,0.020317086468505163,-0.02457627888884284,-0.031003521160885006,-0.034874915791435424,0.0010690473096213182,-0.010263676485697815
2021-01-01,-0.01332774280048088,-0.001337458380923251,0.0573138671934208,-0.006739547687885761,-0.03275633565339009,-0.0001025431464880544,-0.03588813172435856,0.02446670943722129,0.005576419455568082,0.02416865418788139,0.015489384965092334
2021-02-01,0.013389375676647441,0.04232005782146375,0.19676215117722662,0.08825658477359055,0.041086307054561955,-0.014154789926200007,-0.040131992874875566,-0.012027550771025908,-0.08878721794539968,-0.04884372240739032,-0.03311386830103813
2021-03-01,0.029393560306842703,-0.01753455128977932,-0.023087356552663696,0.011866854723668219,0.0445384344196591,-0.02576474554504138,0.037160457238952116,0.015592791610191226,0.055340666135037075,-0.005311011306215585,0.0009549325278639387
2021-04-01,0.001898094827042618,0.010033414298759036,-0.038950741440801684,0.01326538426677315,-0.0178243184390674,-0.0022597136988271593,-0.03225936757642023,0.03751404861522456,-0.006730605763047848,-0.013433268773602958,0.009888743246086795
2021-05-01,0.04425312457943731,0.0029149434184188028,0.050530397055329024,0.04114508971932196,0.02473000705062245,-0.015871940537609652,0.01111124813660358,0.004890530204306076,-0.02994732478080564,0.012143055845280415,-0.04054775362726659
2021-06-01,-0.07582067070306486,0.008575298658848096,0.012701281992016256,-0.05331312040824954,-0.044968691821207774,0.04781432476688563,-0.030955950633999585,0.005641131115216469,-0.048712976301798605,-8.067067854033994e-05,0.01394300408434157
2021-07-01,-0.0025573551471569367,-0.008273850145063433,-0.10155733598893535,-0.028454566099399115,-0.015197195709038436,0.013013071036633406,0.0008836671441874167,0.025249653971645802,0.02367274781669715,0.025556289168124025,-0.015735900254434165
2021-08-01,-0.01083599108142752,0.009317599441426738,-0.049804532128552514,0.021719025995921237,-0.01863365474901868,0.005833641446837845,-0.01927180799774697,-0.0017306291858554257,0.009197406516243012,-0.006604230773428865,-0.011913680805098581
2021-09-01,-0.026275551167293076,-0.01470400005070227,0.1258898430964558,0.02699360601014833,-0.014171657210675925,-0.010402891257360047,0.0023210018968817803,-0.018093127832981004,-0.018339280801906277,-0.00885145351029315,0.0267807866160944
2021-10-01,0.007082013489326355,-0.06950513386471835,0.04309480923408371,0.0037943285440380503,-0.0021746112552594177,0.010081438288275457,-0.03213266750140509,0.008250400374112843,-0.01822830688838417,-0.018670458876853813,0.049009577407693294
2021-11-01,0.002513239188237426,-0.053359996432754686,-0.042078472977249204,-0.049094006129466905,-0.027566512467971815,0.05254687236298894,-0.005438672040282699,-0.0009571049355273642,-0.009003205918920898,-0.022528590126758452,0.024390870677276633
2021-12-01,0.027822543920642095,-0.011936064255428702,-0.02591511488033782,-0.013870252845879838,0.0074297933347258205,-0.012060980284783529,0.054441588646675365,0.050683403692667994,0.04575363604567673,0.04344000045531149,-0.0425848772954196
2022-01-01,-0.0138470411460756,0.0033538262771886096,0.252540301023782,0.05446151062064131,0.005088969358313267,-0.017266346601053084,0.041382847041942616,-0.029038046652959726,0.024466288085881027,-0.015571315799659424,-0.04456570289877004
2022-02-01,0.016846755440234396,-0.04485718090715396,0.1002091933095296,0.015692333965053207,0.021079687109884393,-0.019257175860396103,0.015432740608389173,-0.018433775224210636,0.01045583691437657,0.019839586541912202,-0.011142291712073482
2022-03-01,0.02283108777982301,-0.02955623784207373,0.04864909276127749,-0.039569628714861804,-0.0034431790497704284,-0.0028333526392798625,-0.02115953544899485,0.037732673588368515,0.06175111864561478,0.019716381846789366,0.00828739928230715
2022-04-01,0.05317301749643133,-0.054202326122743893,0.07746313297386609,-0.01096705235579476,0.011877420630546753,-0.023594790294277468,0.11263537665953705,0.0548634829243263,0.048353765286696104,0.03899305525977537,-0.0332797571670731
2022-05-01,0.009503445560107515,0.016706652554137058,0.15808862705743754,0.02556108826167436,-0.006881913583599686,-0.009116274666725821,-0.04308648606532628,-0.05333007346143703,0.04082473461232827,0.012632819449597932,-0.05346058534395359
2022-06-01,-0.058077288617152556,-0.011798401967377692,-0.09352438359203363,-0.026928215428794755,0.008687763985075647,-0.00850218431776717,0.05565626541619395,0.010423230791330673,0.029902059458030372,0.05623233322758836,-0.02398514625382353
2022-07-01,-0.02790911653797079,-0.05559584238783799,0.01212266646168847,-0.019231711293457687,0.0030334772849509584,0.04066136948187826,-0.05705241789090132,-0.0029031360779561144,-0.03389642903193457,-0.06000750983509606,0.09032412455793737
2022-08-01,0.00598865537770521,0.005499727697548251,0.06732623790778913,0.021223271925997378,0.01246662835771395,-0.021325169482934725,0.022275777963421506,-0.015354761819749818,0.046075836596915276,-0.01690192334121876,-0.004152645986479575
2022-09-01,-0.001971527665366346,-0.023186615642443287,-0.009183082974206558,0.014767034056403228,-0.01241763013375996,-0.025680510699305548,0.008893350697744773,-0.04338735139624694,-0.022619666971301355,0.06690277401763889,0.012176863973990648
2022-10-01,0.009694769727331964,-0.07690690507917752,0.17756086665842874,0.03940642188932486,0.05867739232476832,-0.006531169171534401,0.011438110810063185,-0.0564374445032263,-0.05942659380116666,0.014762947324327813,-0.07250859215151162
2022-11-01,0.061444301968256676,0.01285891324086963,-0.042813705711635563,0.012978296958474633,0.022521693658825725,0.007675657383322321,0.005585132885752575,0.012744957042110983,0.014040047380760035,-0.008360108849680747,-0.040733478785063504
2022-12-01,0.0006670514433313457,-0.0064001134817756045,0.021562812369317563,0.003825212236946318,0.027429481776473197,-0.022794798125160387,0.027734555579416953,0.0030673667209950572,0.0489162393002629,0.03913352875629017,-0.05443542874629348
2023-01-01,0.029018252629128716,0.08279598373657548,-0.02905563413651735,0.007940688825497366,-0.0257551742316251,0.02794343068315075,-0.07154058618826886,0.04381755980848534,-0.07974994616083597,-0.082053938964324,0.08667185754156992
2023-02-01,-0.00817097348247764,-0.003542811573517768,-0.04424437014791671,0.0021666656250048932,0.016502706904395037,0.02926176711828532,0.0019531363976582616,-0.03349275171974342,-0.034055338779842015,-0.02127271653020324,0.003892197398595365
2023-03-01,-0.047432592570746834,0.05041675171218207,-0.043410798971022846,-0.13307878001244022,-0.031055147000348393,0.07300324005455905,0.004071966046190756,-0.054856732117102736,0.008250005062226062,-0.015127360683943936,-0.005651167998666828
2023-04-01,-0.016872732678793634,0.016265997517953323,0.018641536717121765,0.01699443617460794,-0.02745968850386682,-0.018839316358390423,0.021672162940473916,-0.002767248169892156,0.006716220413203855,0.01560864964113895,-0.028069349673063182
2023-05-01,-0.07326941843692736,0.034448747252555645,-0.10493346712426466,-0.04712460972690513,-0.03611640508396452,0.08455668305771313,-0.0662126290820132,-0.04991451857286244,-0.06332928463585219,-0.04730319437748742,0.02074521733051715
2023-06-01,0.043780026322181476,-0.015229302585080262,-0.0010600179945874366,0.0005389138271436611,0.047246269942609054,-0.002543780497308301,-0.04021775826083007,-0.015076505043378319,-0.05300427797619567,-0.022526864242677247,0.059185961794669506
2023-07-01,0.002894940636155585,0.022154002768461023,0.05066126774375279,0.016190403395676345,-0.0035693970735153346,-0.008595319534592916,-0.008021380998851635,-0.013559038145859015,-0.0034174667517261614,-0.021710702948791516,-0.011367769852907328
2023-08-01,-0.016762405040125494,0.000842779081922651,0.03271303187116992,-0.01063729786631773,-0.0035812064890257123,0.0011693584038103833,-0.02322010008112574,-0.014384012551414638,-0.04502719537718347,0.009245089329332323,-0.0011877929534389597
2023-09-01,-0.0015758868494083478,0.018891441765098604,0.06731446217830517,0.015587665732739953,-0.012508614033616805,-0.015994044178662903,-0.003505402602549612,-0.02890421798491105,-0.013226235918218032,0.0172266635059255,-0.006214696181833346
2023-10-01,-0.00877404158485684,0.0077567857045584,-0.03231584704186574,-0.0018009838878677575,-0.007578716905702887,0.02088271409595177,0.011135225345479172,-0.002467135697045708,0.03936224639707664,-0.01039813850597393,-0.035223826220806664
2023-11-01,-0.007857010540039955,-0.013315356267275424,-0.09850435158596782,0.01805048025020972,-0.0029948454739023855,0.03761188058205889,-0.050082375512497945,0.0334297522761513,-0.0399113695856288,-0.036983783463457875,0.01832102936921154
2023-12-01,-0.003452131273396386,-1.1169954959644457e-05,-0.05018215428872286,0.005920784790807376,0.023396641996111578,-0.001899672828885146,-0.022044490356779134,0.03458096644839781,-0.03235077082507232,-0.0028220067274153937,0.017993347171323393
2024-01-01,-0.0522592865723257,0.02683550586611716,-0.015618519006089349,0.015909143898253264,-0.024277262621352547,0.009236161423452627,-1.4863385649821481e-05,-0.058098784866781994,-0.040590452550915646,0.013892861597289308,-0.062460507496177264
2024-02-01,0.012890558376380756,-0.006325119224448894,-0.019456904584553625,-0.011422956563623243,0.019653189228058032,-0.00514101283193602,-0.03120499343061378,-0.026485181508697275,-0.041609245926102156,-0.020558197033686998,0.026739084175520844
2024-03-01,0.03136921776853652,-0.0005213136705688459,0.06650332475623189,0.014621520276228539,0.011488456041658823,-0.023270834016228648,-0.0038484266861809058,-0.01876434022180673,0.027662711874321788,-0.009409591034140297,-0.032323235255859006
2024-04-01,-0.00509542452669387,-0.006616229647394722,0.035915947904304746,-0.0008396777304808811,0.005070141989741539,-0.01872337792223777,0.03335468669758823,-0.04092200958885306,0.06234002027958896,-0.009323352941457919,-0.005554248466240197
2024-05-01,-0.017859193626788894,0.01877563896140444,-0.0540013951614321,-0.0188651485314677,-0.03420373054011905,0.020190061880108523,-0.02620893842351779,0.000815896105829772,0.03902190033226072,-0.026564802877393046,-0.04858673324992524
2024-06-01,-0.06713084896334043,-0.003125836575573304,-0.05394668260076585,-0.04467919150567423,-0.0452293884797943,0.044514393320618684,-0.04177761226222487,-0.022489876603819958,-0.09493246119592635,-0.0176853676205726,0.0045891259709041066
2024-07-01,0.032965911020433225,-0.011208463978926941,0.015437725417154269,0.05281306969980171,0.03738066905036419,-0.046520223975316743,0.008884759679987031,0.06789732842479324,0.06148056694085979,0.015269200125891391,0.014742663130415723
2024-08-01,-0.00013980855685602478,-0.005531319137148216,-0.04407142947633713,0.022359214404672256,0.004790359030533153,-0.01637275888059131,0.0364932299092946,0.033929856084175425,0.024718063915275534,0.027226048358730548,-0.02533894811925319
2024-09-01,0.004391374315320551,0.017390226912739726,-0.05600682891234121,-0.027064593042242402,0.012392780672218828,0.00676240805302708,-0.011943921752489262,0.00783524605417707,0.040971761179055655,-0.03811128213117054,0.05292776216760098
2024-10-01,-0.020814281305815197,0.027115342764142958,0.023213880050598434,0.035198912590161835,-0.00279527698188764,-0.007939796598606663,-0.023685355511285144,-0.020245619896643308,0.0018171860364398773,-0.036982447135653906,-0.009456724369357516
2024-11-01,-0.04474985123684405,0.009466710816105062,0.018704805660834323,0.04492739127423606,0.01628382286971486,-0.007932785661638908,-0.020941710459696505,-0.017966889700191002,-0.021841008268157935,-0.05595689172809526,0.06942333719482008
2024-12-01,-0.08492607307186484,0.011175332770426816,-0.07598432125253851,-0.0312947406067664,-0.05760282904417002,0.02215693596739865,-0.028061388793006348,-0.06888852516854704,-0.05996862889818888,-0.03941860707510536,0.03655569659602276
2025-01-01,0.03045608177016068,0.02997235399099507,0.0013854749399795363,0.03919925961443482,0.024986561150688535,-0.03604022321033418,-0.01798213116427272,-0.0009186027039496114,0.007145739939607987,0.042123307420132594,0.006505056662708286
2025-02-01,0.01235679454837213,0.008982927727504086,0.051033331526402104,0.026489211467404128,-0.00190599485679821,-0.010181178043305428,0.06460645863814152,0.05446219932919372,0.02990076531324959,0.026720692966975323,-0.05712482123861562
2025-03-01,0.027230885288956785,0.004139527181947655,0.08547438358765669,0.013131507978608736,0.019968508426753684,-0.02591637057254559,0.041579833856313364,0.028423743254795797,0.05388068229501575,0.03894468828105646,-0.027112707237844202
2025-04-01,-0.013968758642151635,-0.0018549087647700135,-0.12617021141494011,-0.01183632198183826,0.009907657578270057,0.024376033522826357,0.012954650198565898,-0.001137559439030933,0.013424408501281015,-0.028532167702040923,0.007424978712535224
2025-05-01,-0.03364016373582923,-0.00039717599700006545,-0.05004991490711186,-0.017725810245212692,0.025556482136423808,0.03688359402148644,-0.05062440320246009,-0.05243320193578693,-0.02456858230064296,-0.11858635583812349,0.021003924793489892
2025-06-01,-0.031261393975384744,0.022028285313662188,-0.008056461715554741,-0.02061855490360731,-0.015378698211913733,0.04837377217300798,-0.0707429137777732,-0.05571601513013946,-0.05146097858373888,-0.03207800089890034,-0.03177646441576987
2025-07-01,-0.02187761549092615,-0.03397358102855241,0.01060757815373381,-0.02262878504008148,0.007516729261904276,0.013218487403579227,-0.0339937208844211,-0.017253542177093628,0.03033411843938616,-0.05378309879322263,-0.0050243830158394065
2025-08-01,0.03134412422795907,0.01653468957267168,0.015944265840945437,0.010414240648564776,-0.020519537835420598,-0.021623362678885094,-0.007985046511080673,0.0012144481743638913,-0.036277693631104,0.033149044845411924,0.026041527282454124
2025-09-01,-0.061582428784415444,0.029905637038875055,-0.0443735211863735,-0.03497976668228908,-0.018152850155236155,0.041199826382074534,-0.06259119046731076,-0.037011545714583094,0.0015171077323568039,-0.020096079996669847,0.0013327519717163394
2025-10-01,-0.06621452933407668,-0.05336856504861576,-0.031801846937155265,-0.051320578498654124,-0.01714065579134627,0.04146575943917097,-0.04666530974928296,-0.04846155511358352,0.0018730112495877194,0.014566377648089768,-0.02369991445685815
2025-11-01,0.04158918448480109,0.0031019883151091054,0.02437484388536526,0.016381219375809053,-0.01078521968067836,-0.05004082290009926,0.03855879778817517,0.016876306358415416,0.01522177761996013,0.0909442841874768,-0.016412423828642497
2025-12-01,0.016692506660897055,0.02234344850992842,-0.009236377067946888,0.02915281903539657,0.011455474521299913,0.008160406622888527,-0.019141586464106686,-0.029526354710454616,-0.05577672246184373,-0.01592688623099847,0.012131627486768992
2026-01-01,0.07431077999911384,0.005613607328822212,0.13379956181886454,-0.03860951122056977,0.052445855547799125,-0.016845451582556015,0.06594008305186483,0.020251074496586474,0.002971677538976314,-0.01386712461662487,-0.0009861734370120168
2026-02-01,0.0926687287154846,-0.00826339505995255,0.1040386102068398,-0.028970268463669235,0.07936238780571858,-0.02694340001844797,0.0864769063289621,0.0668123549863131,0.11222572976684986,0.043926888970617695,-0.026927923497047312
2026-03-01,-0.012438738340880828,-0.008937845348278795,0.1474622467733092,0.011914098400712336,-0.03502472474064555,0.00973743069647759,-0.03724368730979388,-0.016690112507784183,0.013418448238666336,-0.032862763366787284,-0.015462450804312411
2026-04-01,-0.07347195974175236,-0.05375156610120113,-0.12798995089340737,-0.04673834720503667,-0.02558395203291486,0.09357222741723792,-0.07386032747894355,-0.013325775069448209,-0.08001333506957353,-0.10820588592076397,-0.01990997740142353
2026-05-01,-0.06046813306424148,-0.046554279375258356,-0.04022446225062426,-0.041186932458312064,-0.05363790994028039,0.09342963162529716,-0.03173020134805893,-0.0339385513388073,-0.06955922819842764,-0.010828035690832571,-0.030529039073023734
