target_type,target,pc_count,horizon,model,n_oos,start,end,oos_r2,msfe_model,msfe_benchmark,msfe_ratio,directional_accuracy
sector_excess_return,Financials_excess,13,1,Ridge,59,2021-06-01,2026-04-01,-0.3845590891444721,0.0014538323977272979,0.0010500327570892119,1.3845590891444721,0.5084745762711864
sector_excess_return,Financials_excess,13,1,Lasso,59,2021-06-01,2026-04-01,-0.048544869053736006,0.001101006459784241,0.0010500327570892119,1.048544869053736,0.4745762711864407
sector_excess_return,Financials_excess,13,1,ElasticNet,59,2021-06-01,2026-04-01,-0.07964273680423939,0.0011336602395978978,0.0010500327570892119,1.0796427368042394,0.4745762711864407
sector_excess_return,Financials_excess,5,2,OLS,58,2021-06-01,2026-03-01,-0.1270538877486429,0.0011878123996819994,0.0010539091454222524,1.127053887748643,0.46551724137931033
sector_excess_return,Financials_excess,5,2,Ridge,58,2021-06-01,2026-03-01,-0.07968671472798072,0.0011378917028427255,0.0010539091454222524,1.0796867147279807,0.5
sector_excess_return,Financials_excess,5,2,Lasso,58,2021-06-01,2026-03-01,-0.06561236805808135,0.0011230586201714753,0.0010539091454222524,1.0656123680580813,0.5344827586206896
sector_excess_return,Financials_excess,5,2,ElasticNet,58,2021-06-01,2026-03-01,-0.07080856706855498,0.0011285349418300474,0.0010539091454222524,1.070808567068555,0.5517241379310345
sector_excess_return,Financials_excess,10,2,OLS,58,2021-06-01,2026-03-01,-0.199665996980958,0.0012643389656703358,0.0010539091454222524,1.199665996980958,0.5517241379310345
sector_excess_return,Financials_excess,10,2,Ridge,58,2021-06-01,2026-03-01,-0.048126610839787975,0.0011046302207244826,0.0010539091454222524,1.048126610839788,0.5517241379310345
sector_excess_return,Financials_excess,10,2,Lasso,58,2021-06-01,2026-03-01,-0.047117026776866355,0.001103566210847497,0.0010539091454222524,1.0471170267768664,0.5172413793103449
sector_excess_return,Financials_excess,10,2,ElasticNet,58,2021-06-01,2026-03-01,-0.05150762876692028,0.001108193506438724,0.0010539091454222524,1.0515076287669203,0.5172413793103449
sector_excess_return,Financials_excess,13,2,OLS,58,2021-06-01,2026-03-01,-0.3447971815187665,0.0014172940483406968,0.0010539091454222524,1.3447971815187665,0.5689655172413793
sector_excess_return,Financials_excess,13,2,Ridge,58,2021-06-01,2026-03-01,-0.024343663484595046,0.0010795651550017488,0.0010539091454222524,1.024343663484595,0.5862068965517241
sector_excess_return,Financials_excess,13,2,Lasso,58,2021-06-01,2026-03-01,0.014283429493352595,0.0010388557084512141,0.0010539091454222524,0.9857165705066474,0.5689655172413793
sector_excess_return,Financials_excess,13,2,ElasticNet,58,2021-06-01,2026-03-01,0.01697010914897279,0.0010360241921913362,0.0010539091454222524,0.9830298908510272,0.5689655172413793
sector_excess_return,Industrials_excess,5,1,OLS,59,2021-06-01,2026-04-01,-0.18503525900434536,0.0008335441710710693,0.0007033918735645086,1.1850352590043454,0.4406779661016949
sector_excess_return,Industrials_excess,5,1,Ridge,59,2021-06-01,2026-04-01,-0.011670223066217789,0.0007116006136319712,0.0007033918735645086,1.0116702230662178,0.4576271186440678
sector_excess_return,Industrials_excess,5,1,Lasso,59,2021-06-01,2026-04-01,-0.006943881520118822,0.0007082761433967551,0.0007033918735645086,1.0069438815201188,0.4067796610169492
sector_excess_return,Industrials_excess,5,1,ElasticNet,59,2021-06-01,2026-04-01,-0.005431459998211485,0.0007072123183888414,0.0007033918735645086,1.0054314599982115,0.4067796610169492
sector_excess_return,Industrials_excess,10,1,OLS,59,2021-06-01,2026-04-01,-0.3782826260341312,0.0009694727986275586,0.0007033918735645086,1.3782826260341312,0.4576271186440678
sector_excess_return,Industrials_excess,10,1,Ridge,59,2021-06-01,2026-04-01,-0.010911314820430507,0.0007110668037391034,0.0007033918735645086,1.0109113148204305,0.5084745762711864
sector_excess_return,Industrials_excess,10,1,Lasso,59,2021-06-01,2026-04-01,0.012207229615209925,0.000694805407454434,0.0007033918735645086,0.9877927703847901,0.5084745762711864
sector_excess_return,Industrials_excess,10,1,ElasticNet,59,2021-06-01,2026-04-01,0.009821680324370141,0.0006964833834395982,0.0007033918735645086,0.9901783196756299,0.5254237288135594
sector_excess_return,Industrials_excess,13,1,OLS,59,2021-06-01,2026-04-01,-0.3745019303429229,0.0009668134880019423,0.0007033918735645086,1.374501930342923,0.4915254237288136
sector_excess_return,Industrials_excess,13,1,Ridge,59,2021-06-01,2026-04-01,-0.01627796903022527,0.0007148416646985038,0.0007033918735645086,1.0162779690302253,0.5254237288135594
sector_excess_return,Industrials_excess,13,1,Lasso,59,2021-06-01,2026-04-01,-0.002842117455688964,0.0007053909958865561,0.0007033918735645086,1.002842117455689,0.4915254237288136
sector_excess_return,Industrials_excess,13,1,ElasticNet,59,2021-06-01,2026-04-01,-0.002835138629826872,0.0007053860870371577,0.0007033918735645086,1.0028351386298269,0.5254237288135594
sector_excess_return,Industrials_excess,5,2,OLS,58,2021-06-01,2026-03-01,-0.1806930420833326,0.0008409030738768516,0.0007122114249043751,1.1806930420833326,0.3793103448275862
