date,model,pc_count,horizon,n_holdings,holdings,strategy_return,spy_return,equal_weight_sector_return,strategy_excess_vs_spy,strategy_excess_vs_equal_weight
2022-07-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Materials",0.1311640539663014,0.09680526146568647,0.08676394098671379,0.03435879250061494,0.04440011297958761
2022-08-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Financials",-0.042220322169219636,-0.04080214098808066,-0.029609265061107223,-0.0014181811811389763,-0.012611057108112413
2022-09-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Financials",-0.09573768941068557,-0.09615881852104835,-0.09940485149712584,0.00042112911036278067,0.003667162086440273
2022-10-01,ElasticNet,13,1,3,"Technology, Energy, Financials",0.15586267958085612,0.08571730645544973,0.08932910682159777,0.07014537312540639,0.06653357275925835
2022-11-01,ElasticNet,13,1,3,"Technology, Energy, Financials",0.048204918411843455,0.055591502201789655,0.06085893012651627,-0.007386583789946201,-0.012654011714672814
2022-12-01,ElasticNet,13,1,3,"Technology, Energy, Financials",-0.06107147343994094,-0.06193588226697544,-0.05387170882790235,0.0008644088270345004,-0.007199764612038591
2023-01-01,ElasticNet,13,1,3,"Technology, Materials, Energy",0.07707044681216042,0.06776843042023972,0.06686229346958848,0.0093020163919207,0.01020815334257194
2023-02-01,ElasticNet,13,1,3,"Technology, Financials, Industrials",-0.009165686809171366,-0.025142733358399783,-0.03341568688474177,0.015977046549228414,0.024250000075570405
2023-03-01,ElasticNet,13,1,3,"Technology, Energy, Consumer Discretionary",0.0411151453357342,0.033134720974111076,0.015419210385100725,0.007980424361623127,0.02569593495063348
2023-04-01,ElasticNet,13,1,3,"Technology, Energy, Financials",0.025451299351730405,0.01985241384061731,0.02002429275157127,0.005598885511113094,0.005427006600159136
2023-05-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Financials",0.024008816355454748,0.004616386135013029,-0.027061148355849787,0.01939243022044172,0.05106996471130454
2023-06-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Industrials",0.09548846978187231,0.060858986035215556,0.06095831924308341,0.03462948374665675,0.0345301505387889
2023-07-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Energy",0.04680215389598567,0.03656942777723482,0.038538476798853166,0.010232726118750847,0.0082636770971325
2023-08-01,ElasticNet,13,1,3,"Technology, Consumer Discretionary, Industrials",-0.017451956656858725,-0.01625207631064063,-0.022691144644494853,-0.0011998803462180962,0.0052391879876361284
2023-09-01,ElasticNet,13,1,3,"Energy, Financials, Consumer Discretionary",-0.025220190165585965,-0.05078266740865656,-0.047410746005668455,0.02556247724307059,0.02219055584008249
2023-10-01,ElasticNet,13,1,3,"Technology, Financials, Energy",-0.022669164562030424,-0.01825779228410318,-0.020023403038744413,-0.004411372277927244,-0.0026457615232860117
2023-11-01,ElasticNet,13,1,3,"Communication Services, Technology, Financials",0.10545947333286983,0.09134380514453877,0.0784132642398898,0.014115668188331057,0.027046209092980028
2023-12-01,ElasticNet,13,1,3,"Communication Services, Technology, Consumer Discretionary",0.04679378181569375,0.04143294701986755,0.03862652376090476,0.005360834795826198,0.00816725805478899
2024-01-01,ElasticNet,13,1,3,"Communication Services, Technology, Financials",0.03737249430419265,0.020045557241584966,0.003005011449386787,0.017326937062607684,0.03436748285480586
2024-02-01,ElasticNet,13,1,3,"Communication Services, Consumer Discretionary, Financials",0.05518376120039122,0.052186758404574984,0.04283032392060204,0.002997002795816238,0.01235343727978918
2024-03-01,ElasticNet,13,1,3,"Technology, Communication Services, Financials",0.02644635782153637,0.029503233625059355,0.03527664179162237,-0.003056875803522985,-0.008830283970085999
2024-04-01,ElasticNet,13,1,3,"Technology, Energy, Industrials",-0.029916938290736234,-0.03733784228133907,-0.03282816264062407,0.007420903990602839,0.0029112243498878344
2024-05-01,ElasticNet,13,1,3,"Technology, Energy, Industrials",0.027907970544134558,0.05057965848461543,0.03717179983633903,-0.022671687940480873,-0.009263829292204474
2024-06-01,ElasticNet,13,1,3,"Energy, Consumer Discretionary, Industrials",0.0004221029492781729,0.03195108465249685,0.0008698349692087523,-0.03152898170321868,-0.00044773201993057943
2024-07-01,ElasticNet,13,1,3,"Industrials, Technology, Consumer Discretionary",0.017242003569098812,0.015374300833944421,0.03802368315534959,0.001867702735154391,-0.020781679586250778
2024-08-01,ElasticNet,13,1,3,"Technology, Energy, Industrials",0.004814269051869176,0.02336554549400094,0.028643955269682362,-0.018551276442131764,-0.023829686217813187
2024-09-01,ElasticNet,13,1,3,"Technology, Financials, Industrials",0.015245897842372106,0.017882365948037604,0.018750087176755467,-0.0026364681056654984,-0.003504189334383361
2024-10-01,ElasticNet,13,1,3,"Financials, Technology, Consumer Discretionary",5.050998684741348e-05,-0.005883620553885138,-0.009026727859149345,0.005934130540732552,0.009077237845996759
