keyword,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121
5g,-0.008719137257955811,-0.15583866798177082,-0.14350117959962946,-0.05661263020705,-0.08673769756192864,-0.13643402766603432,0.021799444335161913,-0.08993999549842607,-0.02683529457101637,-0.0008219100122506123,0.09541346827097894,-0.078028376999869,-0.09608209750482431,-0.04475769559972549,0.016158394340074322,0.1400430843570929,0.08760252612064717,-0.04895848903569301,0.008907655991096487,-0.04672635636685139,0.004053826648755393,-0.10216703754404985,-0.03553684180248694,-0.06250606905407619,0.1392963207657133,-0.020232906316286645,-0.14728904961622552,0.04073532702963168,0.046005666681302945,0.10221092475361561,0.09192999866485506,0.03711021382329675,-0.08561761536731521,0.1258853034334127,0.07773068175776708,-0.13101552685451848,-0.03299140747572042,0.01036622553439551,0.03847687386076117,0.02693167141385485,0.014503812104343611,0.029718425988959532,0.17897216663519488,-0.04089247570711459,-0.012670650346214982,0.12557887670946238,0.00339864962006156,-0.17560431418566338,0.10910678041572433,0.0716831931000725,-0.0618943395571708,0.14256288151259705,0.13603589405949074,0.0082459429604552,-0.027381427651004084,0.09417213884772517,0.18373053118354873,0.11541533748521084,0.1471104951619327,-0.1898736502228779,-0.07173440788191224,0.03214724555847337,0.19855056819728784,-0.0535039740970813,0.039974476297156364,0.14754121964370828,0.05109649532399287,-0.09387006123206301,-0.033984225551815635,-0.10397938992333253,0.1061823170799915,0.05130104634504565,0.1446280802141336,0.08340391704214338,0.13456249448799068,-0.042254934050486546,0.06183165010020785,0.025651466483762042,-0.025239356393521185,0.023746787345876166,-0.038395229086573446,0.07673246937869166,-0.0015962038220641538,0.07258530643013228,0.05658726908250727,-0.10604297196037858,0.1062094144723762,-0.04687842739775102,0.0831414928900946,0.12286752325536253,0.07715809510180924,-0.030406756558789803,0.0839099463168424,0.05482224015460396,-0.06573847008917956,-0.008995172711842747,0.09496453213449754,-0.13065326095601723,-0.05834044366022028,0.06171910185999024,0.10120376401609386,-0.04560372570844379,0.013890976391633815,0.04319692341412183,-0.06034569266560253,0.03277413547736564,-0.09857405681535919,-0.0005417222677091237,-0.024680275360652076,0.01712482281685105,-0.00017518051485323967,0.08784058261975645,-0.0920155636465941,0.06702112563031867,0.061449249443883656,-0.023524397280921823,-0.02768306911189471,-0.04205886919738024,0.046358548677055196,0.07700416683767106,0.02791034012060492
advertising,0.09490623503199769,0.05071854398974385,0.0929708754727028,0.021464569619434624,-0.005836915387256725,0.0008543033685276535,0.041362398402595424,-0.011213414192095587,2.4263788257872232e-05,0.010717467719961515,0.007776797593439605,0.015419766167152668,0.04879695833426529,-0.03792220802878572,0.023103269287633153,0.0083442330117258,-0.023237059071208543,-0.04004819006211566,0.005195455618092411,-0.07790813035411773,-0.02724241907786519,-0.012496329867903576,0.03944496736625264,-0.0405515248588907,-0.02376765688538884,0.0557133767910401,0.010796022785737425,-0.002097932911547213,-0.02984049620379448,-0.06940817211334344,-0.003443870260944358,0.00823987094502084,-0.0514695966872338,0.06267744907886354,-0.013877375488355131,-0.034761354029880495,-0.019913519980151295,0.022536475899325413,0.02800439081350413,0.004189343290392972,-0.042381656601778166,0.011469035058922078,0.02001881884710356,-0.07177362488322178,0.00914464751189159,0.013392816757763094,-0.04622791670491493,0.05629817670382796,-0.03700453588857677,-0.02507719083614387,-0.06609734124917468,0.05959473358728501,0.03506670369028202,-0.03490542432542206,0.1293830561806608,0.032183945211849696,-0.042143147638064433,-0.02580193291463971,-0.05463740533750579,-0.07318684535382193,-0.016066394750380672,0.021733436804066076,0.012088791860616926,-0.03179464669747829,0.11243510917297075,0.07824717450560077,-0.06780702174640293,-0.010270056349028195,0.04751652914588704,0.09128039210493895,-0.070048810078323,-0.0925491036514516,-0.09510880183600211,0.11770924490678981,0.018699719882173498,0.03369826226424808,0.013368937112049586,-0.04204930155498288,0.05446523451105398,-0.11428369366751676,0.04773324508463536,0.1189500242139597,0.03282215781755873,0.03505125013267163,0.0568991260599815,0.018757739347330427,0.01059510188819664,0.021261650124501735,0.009209385876881958,-0.035297428908175985,-0.05823234560911105,0.04150905430871478,-0.1482691799512662,-0.22930933477313026,-0.04339713218467561,-0.061604181789140705,0.04568755344070244,-0.15240493695180568,0.06733524920326722,-0.06279002417803393,-0.034206395150798416,-0.07136939782280022,0.0581397947954297,0.08796318610427842,0.15596201163811937,-0.06798230967233025,0.002014780034179846,0.30884449388931856,0.09832805255552077,-0.08509120052610761,-0.015583438350068014,0.07078301695743477,-0.07752976442763015,0.08648472761867224,-0.12587366698653207,0.028870019978791957,0.10607684221261325,0.10218637991176904,0.06226882058469379,0.003482450073339109,0.0617870157835055
aerospace,0.09603269229754895,-0.0409286579522683,0.043200633472518325,-0.008448129344858162,0.021535375827916203,0.05317037580250972,0.008917483089140144,-0.04970337260524142,-0.021251551333148738,-0.018973061305650935,-0.07560796814606192,-0.05840197820392465,-0.041939613295371526,0.05398269501113258,-0.04659071811548741,-0.03202348482979538,0.019531362687055576,0.038302126671162784,0.0568147093864405,0.0038781892251807913,-0.10020721345009775,0.015444417409346479,-0.015592955337928538,-0.014700983476117483,-0.07281132512740807,0.0013460942906788065,-0.044552260922094834,0.045877790720218546,-0.06989259369696225,0.08371567498512877,-0.1146513082023903,-0.06868779975590869,-0.020465599989098082,0.016591142898596034,-0.06457933579414915,-0.005380241076289011,0.012652868512132646,0.02199237381316136,-0.11600042226631276,-0.018254612199016987,0.06425857666866802,-0.1325737614433687,-0.06024168842686832,-0.17897818892760756,-0.02850553753542124,-0.09053733388136534,0.09256978360391847,0.008983634672014355,-0.06482412038863854,0.0549391619582989,-0.20530760125005745,0.13015933139755542,-0.007680861389542271,-0.08272118569915743,-0.017565437231536557,0.20070939106307675,-0.04129493807913982,-0.037246428147609964,0.00617118281953654,0.1374791055344564,0.12308279987398915,0.136837764698068,0.0029112801720363353,-0.13208385283697555,-0.14979822232748569,-0.13111229103202499,0.008035281522189231,0.0796514546175015,-0.0005187105190524524,-0.018416179125441842,0.16488629918902364,0.18616201339219218,0.14713471392926236,-0.04012960873253872,-0.1915899732344115,-0.08438286690781491,0.05406636324969977,0.040218800050246285,-0.13233576954756365,0.02249472285046552,0.014573391051899608,0.10980724797760802,0.09002693846368898,-0.02275386854504735,-0.18202766336256035,-0.13242825608408926,0.05443804567094155,0.03175419702494727,0.10149743136204774,-0.09615431919960694,0.012068757059549533,-0.03509739734462046,-0.1125610106929983,-0.15907758015605197,-0.013971988839798775,-0.022393199275044257,0.085824938392803,-0.07918855914983719,-0.09484087693006264,-0.10238432811002003,-0.03678537336059919,0.0615590475232897,-0.1726436656299759,-0.02715202397561106,-0.11630650304453564,0.017134180345826994,-0.03524644004500491,-0.09750631693001567,-0.0371025358838756,0.04277519441731056,-0.05833810209751635,0.03210129604849137,-0.028950986919058137,0.013598842839210715,-0.022238347398791408,-0.0026929307854426142,-0.08365905957672512,0.09217352897073533,0.13167324854938342,-0.136216897322988,0.14205685977506946
airlines,0.09291556761162438,0.06371778667628172,-0.031551315500613186,0.02747050664519249,0.1071124050208382,-0.005441572418334893,-0.02391591849298781,0.07456991964572764,-0.038627897750839926,0.00610055735964218,0.002262588186678585,-0.06250300571806736,-0.017346122117665515,-0.035207652756793675,-0.053595913225187024,-0.010604656393208014,-0.04467737147683119,-0.030419650089629588,0.025382509238777412,0.05768205853477379,0.022763324466772622,0.015804611803485167,-0.10200095911965619,0.0200427685095399,-0.06340300456515975,0.007668880650523097,-0.0091769759130754,-0.0019716891058612664,-0.0015811269125913865,0.030328129969017292,-0.011623420709622696,0.07099618450490966,0.0072761102412435,0.02420062620728218,-0.044011569961829894,-0.03559757729888563,-0.017279992471225712,0.11091402581295012,0.049364591981222436,-0.04893483623591946,-0.023741885929441903,-0.04830735714495387,-0.029656057760599777,0.010230723753601345,0.09355436243782625,0.1432864111107435,0.0038189517115624332,-0.12230643394237259,-0.13862296233975974,0.08082748045550844,-0.037199764457917006,0.0875900826879175,-0.03352268537128378,0.09496846652314034,0.030497598639900907,0.1293014390527201,-0.04104708255514514,-0.0414419218144218,0.07071816934485038,-0.0243583795952196,-0.11054309290029206,0.07565657482702715,-0.07489450559112551,-0.00973979205300032,0.14872368927147223,0.09262398172285667,-0.05219825355608197,0.10317345711455785,0.00600107408263683,-0.03037409031585086,-0.07518901622471058,-0.07908187310700476,-0.006133986351256256,0.037667455582591665,-0.02819187853625927,-0.022561053552671954,-0.19541890791675595,-0.0482891335848875,0.026351676676200208,-0.07336138833219912,0.02479829971318635,-0.16095562435631058,0.06980962817277371,-0.02020948681457242,0.044244317356090364,0.010958776096148603,-0.04920951673673147,0.13578233893847172,0.1018448323774262,0.07636403740472643,-0.08206691564225271,-0.0766898365392702,-0.04407391904222556,-0.022686400338574858,0.07635908383103676,0.03773570578270749,0.0038447508491241643,0.06379962025723727,-0.05227112915450607,-0.05079121878852646,-0.050030139573724194,-0.07287658766707543,-0.07152229039743456,-0.10972921885606388,0.04379505622365676,0.0125699173097991,0.020237161076489388,0.04705992965007074,0.08045186311576936,-0.0685422627497148,0.054933162657600745,-3.287286224402941e-05,0.02874348435104694,0.1382110122750992,0.08355506745404576,0.08366359798522549,-0.09206202148877003,-0.0795491226322851,0.049334582372325006,0.015552673359350178,0.054634551806454164
aluminum,0.09903356618786904,0.0026781986943967204,-0.004318190863188576,-0.04884269855843221,0.03330025914784124,-0.08466785292385698,0.032107504584548474,-0.015125354097844906,0.06924771728114198,-0.08016046940653192,-0.08627699905545443,-0.021156706640774185,0.01328502628828189,0.02209997625348919,-0.05470244787515628,0.04544598666034225,0.08574266176137105,0.013931782422878278,-0.017639291840514073,0.005761158769315961,-0.01666196335085928,-0.001125780625002841,0.0004306245234520084,-0.05406922805321585,0.04421308074851187,0.006629692293767003,0.01835972820756248,-0.0655100585905449,-0.004478932323291197,-0.03617488825977409,0.018663241708717304,0.010073771293381065,0.06457281958747946,-0.014544559963686587,-0.010827809799802496,-0.063306890574023,0.026021274295216897,-0.008471208174309134,-0.020706450250251467,0.09540303338894295,-0.004947048485952087,-0.016700823583914073,0.07905783088264985,0.0726247144123203,-0.045233428092467255,-0.026265227147107446,-0.033327994342570826,0.06326551372198327,-0.04186780170141855,0.06523041533160431,0.022555854918931834,-0.0010632312141209271,0.06623596898326595,0.038696731817756985,-0.04707751637872218,0.010287164990249582,-0.014762892993675086,-0.052853990351678024,-0.146920193423364,-0.021676968137704915,-0.0014374398058264043,0.07596330715833158,-0.00624887714327059,0.03746978610833268,-0.040083143111883456,-0.029453057900959326,0.05912050216437961,0.02353662037445929,-0.03555214137850916,-0.09896150604272506,-0.016636235174700052,0.06713698888336568,0.031658569735064965,0.03718549513834538,-0.10314745423427088,-0.02448088625578159,0.06218816866083174,0.05860268293225275,0.06000965928707106,0.028624317595060414,-0.0978490266279515,-0.01843854889376911,0.07268814668359892,0.09117682840320357,-0.029379098842957793,0.013572568292362844,0.01962948774148878,0.0190496688853405,-0.059661600968318185,0.08465663699810401,-0.07379169476414979,-0.148142730084431,-0.11897461509992402,-0.034905883483661075,0.023337314975788982,0.06808187380786596,0.04409197957800519,0.05981037324205607,-0.07741493904079444,0.0025770102309977585,-0.009824042649416026,0.04643324414563359,0.2212545757999487,-0.049528922909415005,0.021317985678465733,-0.0024392463146647985,0.024968956917502047,-0.12418772629841113,6.170171938992561e-07,0.016083536790014195,0.04754081786154297,-0.11360501467845555,-0.13543369821548604,-0.0853878038586443,0.09403941784478878,0.021155101533047064,0.024659953409803304,-0.06497729321995024,-0.1183933514764891,0.06239423122468617,0.11691914276171078
amazon stock,0.025856228379522634,-0.04372556200542985,-0.17538811591231374,0.038013083649971635,0.039443010573151305,-0.08211811887571432,-0.04715225193200485,0.12090864197125843,-0.29525876411460766,0.06674608128379728,-0.13673184905607405,0.35474680951761756,0.09137013445361103,-0.1816697445751757,-0.019248982540424373,-0.06921897503058412,0.10351931438936332,0.30117496829635504,0.007406117470001514,0.028016567121536363,0.04240714174401293,-0.09614221992078294,0.036362079994269506,-0.11277729410663437,-0.04336838766445704,-0.10305756912754108,0.13700818830803654,-0.09007441552923416,-0.07781509549989668,0.012906209525072682,0.010308442945876326,0.07015389823081938,-0.062467694581814254,-0.0865410366438455,-0.06411794154622319,0.1352783211134511,-0.09641584363695108,-0.021545610252610908,-0.0833924775554051,-0.005410571082448745,0.07650123319538848,-0.10019964466607978,-0.00947315896496452,0.006158758228518857,-0.07766937582813688,-0.23090913046669537,-0.10775494965700559,-0.008769087773057235,-0.07917095546645435,-0.14672607270349264,-0.01486659054982463,-0.011183571949121208,0.025768047728260593,-0.011480521665688775,0.10702824753056633,0.11405520155499647,0.0074203495403074166,0.0391225917519955,-0.09124671961764838,-0.05985382515492697,-0.0961878206610833,-0.02952282369955899,0.07405327366770126,-0.05345857236592824,-0.05963416471483889,0.006283690541872114,-0.08185117925900146,-0.032523650921564576,0.04748279504383837,-0.07709054252529536,-0.08791230298299925,-0.020586653096159497,0.054923807726051176,0.09515890398084476,0.10116047265750072,0.02291335047162621,0.007401203216141206,0.021795941684405573,-0.11882752610701802,0.018125070947119293,-0.05345961686900903,-0.06288515484269558,-0.02653797925758071,0.01100371958864829,0.029077976230612087,0.04673925173690922,0.043816131689954414,0.05434511139322415,-0.011082467301896166,0.01374918980165871,-0.10511751595993643,0.12215700513677574,0.030426596730364075,0.06530907981387622,-0.1060895542335995,-0.01662753999419926,0.056612235878614615,-0.08939126692195658,0.003826479323238371,0.15166348153973935,0.03493946491398499,-0.014613454840743816,-0.0410615936547709,0.06532849658688236,-0.014979622804775808,-0.011733161006149039,0.0005983874575924879,0.01506835461325646,-0.0430150896552116,0.0153337508654416,0.008148920313311743,0.07293249815426828,-0.01899365519223798,0.04834254513379651,-0.027670083393359083,-0.027372201061857934,0.051212291946607216,-0.0038319212951181767,-0.03725789705450599,0.004807333314572776,0.11444650866080074
amd stock,0.04816472539627996,-0.08290911870883463,-0.020199712992510218,-0.04525448230054152,0.01669670812782771,0.09325639310363404,-0.01933621497781196,0.10851907337772887,-0.017795076009114424,-0.19882955925980578,-0.41264634837261854,0.2097346063862307,-0.06932123804996349,0.016637658931114407,0.13854553360626223,-0.00991978273886761,-0.11530957770484176,0.038726064195024584,-0.24048772811698593,0.06343111760445659,0.26479142052886767,-0.19931622134537447,-0.17139496446577102,0.095066770157458,0.017822122353072824,-0.06581641246946641,-0.05369071821649561,-0.19329151279617054,0.02344783770171741,-0.02475708859831215,-0.026398287450108554,-0.04616041239168348,-0.010263871373776087,0.004467990529308144,-0.03574663347358189,-0.21637183036510527,0.18622846239387242,0.020927648095684585,0.09327594462400025,-0.136590565089002,-0.09835506054694959,0.016806778333181865,-0.050091789164946804,-0.015207243078306593,0.06793331607711009,0.10475873807980918,-0.0392600130842895,-0.08548284002776527,0.025233265943624048,-0.01831324857857808,0.022015409327357002,-0.12667421160434963,0.0404980043135572,-0.07744520533817921,-0.026114767777013888,0.0005879324095259628,0.09347450390287557,0.08432154864193665,-0.021710328503967133,0.06378320172246116,0.005383884233592914,0.003175962274761801,0.032994015823369534,-0.013635905719736604,0.08513592490903775,-0.0425101226616212,-0.0028880560911602304,-0.02417330737266457,-0.021426395486305837,0.005212827760170081,0.0879148821879811,0.04295537414942534,-0.05313382364306424,-0.003126177347439564,-0.07043061233864052,0.06426599919939723,-0.038746768328331994,-0.026886453841731977,0.020362583925096205,0.00824806240449974,0.05382433229074895,0.04972461748640969,0.0041807134403435905,-0.013501604739006369,0.013418583767669535,0.03833536587477926,0.050972613597138644,0.13973374210325398,0.05917331549012211,-0.01704315117130984,0.060331075656154025,-0.011533601686447646,-0.004189056344592341,-0.10703471184606868,0.04244622607273549,-0.037938259651349865,-0.03086631026902084,0.00888105124447476,-0.03423904309872216,-0.02272065437035831,0.08886625569343179,-0.006154970053370814,-0.047882891567977724,-0.004607644925392913,0.051403431453460116,0.01060940339104307,-0.017074801725354204,-0.060474051381675935,0.06229110154719758,0.00843704245011549,-0.0023361726136492253,0.04281165487828349,0.04958914417978698,-0.08624803752047436,0.012551402395809588,-0.058152032262400816,0.027345664774152158,-0.0358496006512797,0.045748798969105886,0.06605566355767309,-0.005723640750716625
api,0.07848841768872397,-0.09210063447394544,0.10904086751631745,-0.08498400916382232,0.06501116710806032,0.029444971475412276,-0.015632020368042288,-0.01675537089035624,-0.1030907114801185,0.019914797573046844,0.036006657493583,0.025044674292303462,0.04642754874884284,-0.04394106152090882,-0.024365650043232556,-0.03837949475714102,0.1196879674084193,-0.010799851524116,0.07305295850302929,-0.02030938332068668,-0.07233277726196327,0.07023230129790256,0.024439982720173642,-0.09997896195986959,0.03214053977022618,-0.0966823823837311,0.0013939173036611827,0.022890052665208237,0.04003187274333002,-0.05921189847821643,0.025942379983598437,-0.006914803250215004,-0.020548325951089776,0.03194310377517527,0.0654332782793604,0.019078885377725202,0.07137411978414443,0.054106041030368854,0.07456915110962517,-0.03321714517990657,0.07769700254650554,-0.06964475768234835,0.09082190919901578,-0.011611382504573622,0.03199116986058458,0.06314443596991906,-0.005748606018936198,0.009034444202639855,-0.03576691301604315,0.02752703517187549,0.08602800438693087,-0.04624476502301823,0.007679542741396983,0.061109918305633296,0.020677128877816427,-0.015980370176555615,0.041153518585116025,0.021440194352271135,-0.02426799264349548,0.13422360772066194,-0.07831004274998343,-0.08749015268886429,-0.011558307574223478,-0.058715342982541475,0.016258396648493892,-0.020509385810954066,-0.0211271085759362,0.07642844980952132,-0.0020022458382264463,0.042894650138292086,0.07267355101367401,0.013981432169582699,-0.028391798779761307,0.0703230606725698,0.012131046225305156,0.09276470083337987,-0.0954236997296119,-0.05369880806863063,0.0906346790330242,-0.028337883711364795,0.044360805076375714,-0.07743152492925934,0.005767554790107973,0.022248388191442134,0.036282762910219674,-0.1568103947777921,-0.02768869621980676,0.050227989346514665,0.05974183340373836,-0.06775863235519282,-0.05798874938921201,-0.059611102666011995,0.00836472074319498,0.06274303946877333,-0.0416971647333193,-0.016544680092780012,-0.051208562282942655,0.11290930600279636,-0.03594121649566426,0.007470844021412421,-0.04490237858349879,-0.019990494890088292,0.04873221205021745,0.11413575424428836,-0.11017073660318147,-0.017044074936542912,0.06248133198802776,-0.1629814205456797,0.017008050208731314,0.1064713268295686,-0.16713456933178597,-0.09280611738771934,-0.042738132517186,0.1080412161222208,-0.10063072005130246,0.0035538656424393554,0.03988801358747481,-0.13744973454951528,-0.018651625491683615,0.08020552679666412,0.2908667711749453
apple stock,0.021819291002837218,-0.016391051147523643,-0.16385250438833446,-0.05309100745443682,-0.2197665095110951,-0.022174724308137855,0.10663746402810714,-0.11684252299865973,0.05007078724879524,0.022006071643230818,-0.10852794631811191,0.35377082590772224,0.12353073617065685,-0.15519389770060724,0.09656661934027996,0.11331400474716573,0.02990109672455768,-0.18046226995883763,0.05362731137301691,0.2597465042814324,-0.3450143053665178,-0.07264367505391774,-0.09095251292906092,0.13051088820412843,-0.030267027323644252,-0.014836487143510796,0.12976967294651695,0.1777897661720194,0.17240095441409112,0.04242892221716048,0.14111529758976324,0.03039826478215491,-0.055249488160783566,-0.05164674382025354,-0.14442178281995227,-0.0778623553099151,-0.11936362499558203,0.004377613980648755,0.028742787132760295,-0.018230841407276023,0.15314985883906218,-0.06452149670647742,-0.050613781809342444,-0.03972957375815533,0.06128118404787994,0.006898814436485101,-0.015155066728980562,0.19914186347759796,0.14084254653523537,0.1407046391817906,-0.007700077037888123,-0.011288541757341973,-0.042222767640801934,-0.030293058627283556,-0.07357458932649263,-0.04934410449324195,-0.04577343243179406,-0.07924729923410224,0.127990368313208,0.038130147387135556,0.08495920879308828,0.010490725401759292,-0.06312105204710543,0.016766989882258252,0.011585426865338797,0.04947774142658013,0.03834582743541601,-0.005804529920820992,-0.009106296204649006,-0.007916843986507325,-0.04310929673032514,-0.007735413351743499,-0.07006452345419928,0.042241551100595284,0.03946018081362083,-0.08825923988495452,-0.06375704098399732,-0.0414716873797058,-0.013154197629497863,0.07019563797962874,0.09256349571839545,0.02755662525341855,0.055695194983365476,0.0164608252104542,0.020328206123741668,0.010637790441088816,-0.021335546128752575,0.02031599549248607,0.013504525904792536,0.06469118602510983,-0.045371636622522325,-0.018513034175594623,0.049628065575064745,-0.05694501153278457,0.050926842002188284,0.05274169021518445,-0.03292804252065572,0.08158707700568903,-0.02324862424573957,-0.11429438709258259,0.03115233301598735,-0.032558783444672015,-0.019038783565630654,-0.03341978603349691,-0.006078690252379462,-0.013903838319888511,-0.008140019655748915,0.00987264247671809,0.008557636321120303,0.030090529150641705,-0.012616998743372769,-0.01765913251427986,0.036090966691276496,0.015817585328511623,0.04022957295286884,-0.032237696019771285,0.0406852268242764,0.0024001287443215476,0.026205887710930915,0.010450173328341422,0.04616450304405544
auto parts,0.08157703731331876,0.12009273879711022,-0.02616029659322674,-0.03448428451044691,0.02571473401496019,0.01273955155011211,0.007875344399302486,-0.002570071810097302,-0.04509256269431944,-0.022881342113500874,0.009889425170639898,-0.01654509525078128,0.0505567714677386,-0.047748688869725275,-0.026584125022776878,-0.03405002845995344,-0.03892618061529968,0.011414514173188776,-0.050006282706376866,0.057588914197663224,0.06018186086833277,-0.040862299529945724,0.04458836377815913,-0.052613513796561207,0.031013497830448863,-0.05903368234847478,-0.013614634822793036,-0.025926734417312778,0.04531427896673168,-0.08122782785625875,-0.013588047337814477,0.12272891996007763,0.0003774916445049292,-0.02470173011542176,-0.03517626129522279,-0.018060025641424393,-0.05202126059530272,-0.015947407656512712,0.0027040781501112728,0.1056845999524958,0.012679757004177828,-0.22856101110697186,0.012381420047586255,-0.012656092872363344,-0.006630365226330981,0.06586940526625355,0.06437657603851624,-0.05032652230092338,0.05153966281786163,-0.0164850258167477,0.028425542497804112,-0.009571102914944092,-0.03529955081733287,-0.011196646420396583,-0.021984170791668797,-0.019999916901932615,0.04128505384183842,0.09284836267831349,-0.02055455225411499,-0.10217846656985442,0.0742111125221698,-0.08459888747621921,0.1412021647111894,-0.09846159467990162,0.007000092248144976,-0.03597618405838724,0.10281898098051687,-0.027182169584643978,-0.020114036833694088,0.005033649257691572,0.020418110473416948,-0.0907915532877899,-0.01719957851290964,-0.02640077578819168,-0.03033001932635392,-0.0552640634824895,0.02017614960205116,0.04668413867779955,0.14641500113528527,0.09908235431269871,-0.03249837674474855,-0.01569507402783725,0.05946245791337653,-0.05760655672950859,-0.11359677643279692,0.029110012231719128,-0.21750990320884006,-0.1385388468600631,-0.03725685120801252,0.0566192093108384,0.034524842200194326,-0.12181198742906174,-0.07909217334660221,0.09366108415173946,0.13347246505708138,-0.13798760264896806,0.1044989088786566,-0.013540867148711389,-0.0155975148291628,-0.007953006871831491,0.07939943487619919,0.029929530865395543,-0.09615137983203899,-0.002164213326453255,-0.04028933584000676,-0.22839408214318907,0.11345070221827931,0.09240740863847935,0.01806898819755801,0.045863795452186856,0.055726365136229604,0.03056383633476375,0.09094504567798516,-0.12189364591353347,0.06480151480281099,0.10016099673590964,0.10657012051280888,0.0006355455837219793,0.07591189425735104,0.0012619793835661423,0.056039021262156055
