target_type,target,horizon,pc_count,model,pc,coef
raw_sector_return,Technology,1,13,ElasticNet,PC6,-0.0
raw_sector_return,Technology,1,13,ElasticNet,PC7,0.0
raw_sector_return,Technology,1,13,ElasticNet,PC8,-0.0
raw_sector_return,Technology,1,13,ElasticNet,PC9,0.0
raw_sector_return,Technology,1,13,ElasticNet,PC10,-0.0
raw_sector_return,Technology,1,13,ElasticNet,PC11,0.0
raw_sector_return,Technology,1,13,ElasticNet,PC12,-0.0
raw_sector_return,Technology,1,13,ElasticNet,PC13,-0.0
raw_sector_return,Consumer Staples,1,13,OLS,PC1,0.008181401504020348
raw_sector_return,Consumer Staples,1,13,OLS,PC2,0.013473640046327756
raw_sector_return,Consumer Staples,1,13,OLS,PC3,0.009768544109744485
raw_sector_return,Consumer Staples,1,13,OLS,PC4,-0.0034779720938012447
raw_sector_return,Consumer Staples,1,13,OLS,PC5,0.006256391365207668
raw_sector_return,Consumer Staples,1,13,OLS,PC6,0.003734789994788784
raw_sector_return,Consumer Staples,1,13,OLS,PC7,0.001198901970396816
raw_sector_return,Consumer Staples,1,13,OLS,PC8,-0.002790230202166516
raw_sector_return,Consumer Staples,1,13,OLS,PC9,0.013686120305678711
raw_sector_return,Consumer Staples,1,13,OLS,PC10,0.004540117389073747
raw_sector_return,Consumer Staples,1,13,OLS,PC11,0.007083816408941068
raw_sector_return,Consumer Staples,1,13,OLS,PC12,-0.0008771350035695289
raw_sector_return,Consumer Staples,1,13,OLS,PC13,-0.0026605129971042714
raw_sector_return,Consumer Staples,1,13,Ridge,PC1,-0.0003931793779983753
raw_sector_return,Consumer Staples,1,13,Ridge,PC2,0.00025447840894373346
raw_sector_return,Consumer Staples,1,13,Ridge,PC3,0.00022251798428457153
raw_sector_return,Consumer Staples,1,13,Ridge,PC4,-9.689665455921906e-05
raw_sector_return,Consumer Staples,1,13,Ridge,PC5,0.0002600810438801236
raw_sector_return,Consumer Staples,1,13,Ridge,PC6,0.00019479863339926683
raw_sector_return,Consumer Staples,1,13,Ridge,PC7,-6.435037090642139e-05
raw_sector_return,Consumer Staples,1,13,Ridge,PC8,-0.00013473984360236246
raw_sector_return,Consumer Staples,1,13,Ridge,PC9,0.0003735355908027949
raw_sector_return,Consumer Staples,1,13,Ridge,PC10,0.0002732773526726045
raw_sector_return,Consumer Staples,1,13,Ridge,PC11,0.00019067062971782844
raw_sector_return,Consumer Staples,1,13,Ridge,PC12,3.0501616323721017e-05
raw_sector_return,Consumer Staples,1,13,Ridge,PC13,-0.0004089646105970882
raw_sector_return,Consumer Staples,1,13,Lasso,PC1,-0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC2,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC3,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC4,-0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC5,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC6,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC7,-0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC8,-0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC9,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC10,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC11,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC12,0.0
raw_sector_return,Consumer Staples,1,13,Lasso,PC13,-0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC1,-0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC2,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC3,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC4,-0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC5,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC6,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC7,-0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC8,-0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC9,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC10,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC11,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC12,0.0
raw_sector_return,Consumer Staples,1,13,ElasticNet,PC13,-0.0
raw_sector_return,Real Estate,1,13,OLS,PC1,0.013028943252983207
raw_sector_return,Real Estate,1,13,OLS,PC2,0.01773506438134705
raw_sector_return,Real Estate,1,13,OLS,PC3,0.013797792435191452
raw_sector_return,Real Estate,1,13,OLS,PC4,-0.008056038500604538
raw_sector_return,Real Estate,1,13,OLS,PC5,0.006743962011203172
raw_sector_return,Real Estate,1,13,OLS,PC6,0.002617393315248485
raw_sector_return,Real Estate,1,13,OLS,PC7,0.0017780967792949533
raw_sector_return,Real Estate,1,13,OLS,PC8,-0.004082954499676805
raw_sector_return,Real Estate,1,13,OLS,PC9,0.021573696934673457
raw_sector_return,Real Estate,1,13,OLS,PC10,0.00019641034485743314
raw_sector_return,Real Estate,1,13,OLS,PC11,0.009208519187313417
raw_sector_return,Real Estate,1,13,OLS,PC12,-0.003064979633367708
raw_sector_return,Real Estate,1,13,OLS,PC13,-6.997253244353475e-05
raw_sector_return,Real Estate,1,13,Ridge,PC1,-0.00046037736298187707
raw_sector_return,Real Estate,1,13,Ridge,PC2,0.0001981588606974722
raw_sector_return,Real Estate,1,13,Ridge,PC3,0.000258355260853888
raw_sector_return,Real Estate,1,13,Ridge,PC4,-0.0003837706751834598
raw_sector_return,Real Estate,1,13,Ridge,PC5,9.337116160313932e-05
raw_sector_return,Real Estate,1,13,Ridge,PC6,0.00011978721903475859
raw_sector_return,Real Estate,1,13,Ridge,PC7,1.101632311380281e-05
raw_sector_return,Real Estate,1,13,Ridge,PC8,-0.00011864910788804607
raw_sector_return,Real Estate,1,13,Ridge,PC9,0.0006984044594738228
raw_sector_return,Real Estate,1,13,Ridge,PC10,-0.00011515712884432939
raw_sector_return,Real Estate,1,13,Ridge,PC11,0.0002443272029507828
raw_sector_return,Real Estate,1,13,Ridge,PC12,-0.00011310819544175555
raw_sector_return,Real Estate,1,13,Ridge,PC13,-0.00027841887018149604
raw_sector_return,Real Estate,1,13,Lasso,PC1,-0.0
raw_sector_return,Real Estate,1,13,Lasso,PC2,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC3,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC4,-0.0
raw_sector_return,Real Estate,1,13,Lasso,PC5,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC6,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC7,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC8,-0.0
raw_sector_return,Real Estate,1,13,Lasso,PC9,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC10,-0.0
raw_sector_return,Real Estate,1,13,Lasso,PC11,0.0
raw_sector_return,Real Estate,1,13,Lasso,PC12,-0.0
raw_sector_return,Real Estate,1,13,Lasso,PC13,-0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC1,-0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC2,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC3,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC4,-0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC5,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC6,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC7,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC8,-0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC9,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC10,-0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC11,0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC12,-0.0
raw_sector_return,Real Estate,1,13,ElasticNet,PC13,-0.0
raw_sector_return,Utilities,1,13,OLS,PC1,0.00777519958196287
raw_sector_return,Utilities,1,13,OLS,PC2,0.011349610772752525
raw_sector_return,Utilities,1,13,OLS,PC3,0.010279634892803586
raw_sector_return,Utilities,1,13,OLS,PC4,0.00028646214476798137
raw_sector_return,Utilities,1,13,OLS,PC5,0.0016689375644373717
raw_sector_return,Utilities,1,13,OLS,PC6,0.00622657206623679
raw_sector_return,Utilities,1,13,OLS,PC7,0.0026060219817425644
raw_sector_return,Utilities,1,13,OLS,PC8,-5.485965900387725e-05
raw_sector_return,Utilities,1,13,OLS,PC9,0.00977585162817208
raw_sector_return,Utilities,1,13,OLS,PC10,0.001524047921516734
raw_sector_return,Utilities,1,13,OLS,PC11,0.0025281035191787836
raw_sector_return,Utilities,1,13,OLS,PC12,-0.0006353789152182338
raw_sector_return,Utilities,1,13,OLS,PC13,0.005871153300543169
raw_sector_return,Utilities,1,13,Ridge,PC1,-0.0002560386109024052
raw_sector_return,Utilities,1,13,Ridge,PC2,8.107224773329219e-05
raw_sector_return,Utilities,1,13,Ridge,PC3,0.0003194137036311794
raw_sector_return,Utilities,1,13,Ridge,PC4,7.680176198198608e-05
raw_sector_return,Utilities,1,13,Ridge,PC5,4.693034185799814e-05
raw_sector_return,Utilities,1,13,Ridge,PC6,0.0004748854830708768
raw_sector_return,Utilities,1,13,Ridge,PC7,0.00019672964864109156
raw_sector_return,Utilities,1,13,Ridge,PC8,4.467840832618304e-05
raw_sector_return,Utilities,1,13,Ridge,PC9,0.00023167027417046908
raw_sector_return,Utilities,1,13,Ridge,PC10,-1.5862599064114502e-05
raw_sector_return,Utilities,1,13,Ridge,PC11,-8.898030248234682e-05
raw_sector_return,Utilities,1,13,Ridge,PC12,-2.8676779122302246e-05
raw_sector_return,Utilities,1,13,Ridge,PC13,0.0003064749519734867
raw_sector_return,Utilities,1,13,Lasso,PC1,-0.0
raw_sector_return,Utilities,1,13,Lasso,PC2,0.0
raw_sector_return,Utilities,1,13,Lasso,PC3,0.0
raw_sector_return,Utilities,1,13,Lasso,PC4,0.0
raw_sector_return,Utilities,1,13,Lasso,PC5,0.0
raw_sector_return,Utilities,1,13,Lasso,PC6,0.0
raw_sector_return,Utilities,1,13,Lasso,PC7,0.0
raw_sector_return,Utilities,1,13,Lasso,PC8,0.0
raw_sector_return,Utilities,1,13,Lasso,PC9,0.0
raw_sector_return,Utilities,1,13,Lasso,PC10,-0.0
raw_sector_return,Utilities,1,13,Lasso,PC11,-0.0
raw_sector_return,Utilities,1,13,Lasso,PC12,-0.0
raw_sector_return,Utilities,1,13,Lasso,PC13,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC1,-0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC2,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC3,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC4,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC5,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC6,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC7,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC8,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC9,0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC10,-0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC11,-0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC12,-0.0
raw_sector_return,Utilities,1,13,ElasticNet,PC13,0.0
raw_sector_return,Health Care,1,13,OLS,PC1,0.001238817022944933
raw_sector_return,Health Care,1,13,OLS,PC2,0.006340348570278972
raw_sector_return,Health Care,1,13,OLS,PC3,0.002158700842954868
raw_sector_return,Health Care,1,13,OLS,PC4,-0.002850460479036955
raw_sector_return,Health Care,1,13,OLS,PC5,0.004896375045173081
raw_sector_return,Health Care,1,13,OLS,PC6,0.004921744888991159
raw_sector_return,Health Care,1,13,OLS,PC7,0.0008812672342074085
raw_sector_return,Health Care,1,13,OLS,PC8,-0.0033593900759585804
raw_sector_return,Health Care,1,13,OLS,PC9,0.0072654161153166575
raw_sector_return,Health Care,1,13,OLS,PC10,4.027117318655644e-07
raw_sector_return,Health Care,1,13,OLS,PC11,0.003792929580047538
raw_sector_return,Health Care,1,13,OLS,PC12,-0.0025670995041657697
raw_sector_return,Health Care,1,13,OLS,PC13,-0.0010824129087807749
raw_sector_return,Health Care,1,13,Ridge,PC1,-0.0003780936074354145
raw_sector_return,Health Care,1,13,Ridge,PC2,0.0002550139429622246
raw_sector_return,Health Care,1,13,Ridge,PC3,-1.9656510625034476e-05
raw_sector_return,Health Care,1,13,Ridge,PC4,-0.0001166558099967339
raw_sector_return,Health Care,1,13,Ridge,PC5,0.00020880700826020793
raw_sector_return,Health Care,1,13,Ridge,PC6,0.00035212518381047965
raw_sector_return,Health Care,1,13,Ridge,PC7,-2.0040466151199704e-06
raw_sector_return,Health Care,1,13,Ridge,PC8,-0.0001890412404516223
raw_sector_return,Health Care,1,13,Ridge,PC9,0.0003023621459110011
raw_sector_return,Health Care,1,13,Ridge,PC10,-5.309096331994248e-05
raw_sector_return,Health Care,1,13,Ridge,PC11,3.4458213659636256e-05
raw_sector_return,Health Care,1,13,Ridge,PC12,-5.912414053456892e-05
raw_sector_return,Health Care,1,13,Ridge,PC13,-0.00015661711193740103
raw_sector_return,Health Care,1,13,Lasso,PC1,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC2,0.0
raw_sector_return,Health Care,1,13,Lasso,PC3,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC4,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC5,0.0
raw_sector_return,Health Care,1,13,Lasso,PC6,0.0
raw_sector_return,Health Care,1,13,Lasso,PC7,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC8,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC9,0.0
raw_sector_return,Health Care,1,13,Lasso,PC10,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC11,0.0
raw_sector_return,Health Care,1,13,Lasso,PC12,-0.0
raw_sector_return,Health Care,1,13,Lasso,PC13,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC1,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC2,0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC3,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC4,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC5,0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC6,0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC7,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC8,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC9,0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC10,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC11,0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC12,-0.0
raw_sector_return,Health Care,1,13,ElasticNet,PC13,-0.0
raw_sector_return,Consumer Discretionary,1,13,OLS,PC1,-0.003942993811765047
raw_sector_return,Consumer Discretionary,1,13,OLS,PC2,0.005640118208048311
raw_sector_return,Consumer Discretionary,1,13,OLS,PC3,0.000552633696409943
raw_sector_return,Consumer Discretionary,1,13,OLS,PC4,-0.005633638498672954
raw_sector_return,Consumer Discretionary,1,13,OLS,PC5,0.013668127757572897
raw_sector_return,Consumer Discretionary,1,13,OLS,PC6,0.005725212103238205
raw_sector_return,Consumer Discretionary,1,13,OLS,PC7,0.0032469924105324307
raw_sector_return,Consumer Discretionary,1,13,OLS,PC8,-0.012654880104443898
raw_sector_return,Consumer Discretionary,1,13,OLS,PC9,0.013451627869473235
raw_sector_return,Consumer Discretionary,1,13,OLS,PC10,-0.001831483402224677
raw_sector_return,Consumer Discretionary,1,13,OLS,PC11,0.008557834292474777
raw_sector_return,Consumer Discretionary,1,13,OLS,PC12,-0.0076456368449934415
raw_sector_return,Consumer Discretionary,1,13,OLS,PC13,-0.0034836729011880896
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC1,-0.000937276675072993
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC2,0.0003764622360541362
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC3,-5.925892401871e-05
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC4,-0.00017331829458920632
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC5,0.0006897732693799419
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC6,0.0003841908895842277
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC7,7.65974748730609e-05
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC8,-0.000751546222186
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC9,0.0007389651608377207
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC10,-0.00015199947254799213
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC11,0.0002188152735039483
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC12,-0.00013594027864955382
raw_sector_return,Consumer Discretionary,1,13,Ridge,PC13,-0.00026616620526524287
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC1,-0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC2,0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC3,-0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC4,-0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC5,0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC6,0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC7,0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC8,-0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC9,0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC10,-0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC11,0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC12,-0.0
raw_sector_return,Consumer Discretionary,1,13,Lasso,PC13,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC1,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC2,0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC3,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC4,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC5,0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC6,0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC7,0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC8,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC9,0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC10,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC11,0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC12,-0.0
raw_sector_return,Consumer Discretionary,1,13,ElasticNet,PC13,-0.0
raw_sector_return,Materials,2,5,OLS,PC1,-0.011374383747632045
raw_sector_return,Materials,2,5,OLS,PC2,-0.004197593540416608
raw_sector_return,Materials,2,5,OLS,PC3,-0.0015309704014228069
raw_sector_return,Materials,2,5,OLS,PC4,0.002236692838198517
raw_sector_return,Materials,2,5,OLS,PC5,-0.004542093693436258
raw_sector_return,Materials,2,5,Ridge,PC1,-0.0007493045623767064
raw_sector_return,Materials,2,5,Ridge,PC2,4.6596874796011575e-05
raw_sector_return,Materials,2,5,Ridge,PC3,0.00017221169440665386
raw_sector_return,Materials,2,5,Ridge,PC4,-2.8124980145306003e-05
raw_sector_return,Materials,2,5,Ridge,PC5,-0.00033793268541743113
raw_sector_return,Materials,2,5,Lasso,PC1,-0.0
raw_sector_return,Materials,2,5,Lasso,PC2,0.0
raw_sector_return,Materials,2,5,Lasso,PC3,0.0
raw_sector_return,Materials,2,5,Lasso,PC4,-0.0
raw_sector_return,Materials,2,5,Lasso,PC5,-0.0
raw_sector_return,Materials,2,5,ElasticNet,PC1,-0.0
raw_sector_return,Materials,2,5,ElasticNet,PC2,0.0
raw_sector_return,Materials,2,5,ElasticNet,PC3,0.0
raw_sector_return,Materials,2,5,ElasticNet,PC4,-0.0
raw_sector_return,Materials,2,5,ElasticNet,PC5,-0.0
raw_sector_return,Communication Services,2,5,OLS,PC1,-0.010725089458794562
raw_sector_return,Communication Services,2,5,OLS,PC2,-0.004435586690518661
raw_sector_return,Communication Services,2,5,OLS,PC3,0.0010590550330485929
raw_sector_return,Communication Services,2,5,OLS,PC4,0.013109549928494755
raw_sector_return,Communication Services,2,5,OLS,PC5,-0.0045379054031892746
raw_sector_return,Communication Services,2,5,Ridge,PC1,-0.0037095066548120796
raw_sector_return,Communication Services,2,5,Ridge,PC2,-0.0009665733240451046
raw_sector_return,Communication Services,2,5,Ridge,PC3,0.001652648236939499
raw_sector_return,Communication Services,2,5,Ridge,PC4,0.005534546799882159
raw_sector_return,Communication Services,2,5,Ridge,PC5,-0.0013051894377313314
raw_sector_return,Communication Services,2,5,Lasso,PC1,-0.0
raw_sector_return,Communication Services,2,5,Lasso,PC2,-0.0
raw_sector_return,Communication Services,2,5,Lasso,PC3,0.0
raw_sector_return,Communication Services,2,5,Lasso,PC4,0.0
raw_sector_return,Communication Services,2,5,Lasso,PC5,-0.0
raw_sector_return,Communication Services,2,5,ElasticNet,PC1,-0.0
raw_sector_return,Communication Services,2,5,ElasticNet,PC2,-0.0
raw_sector_return,Communication Services,2,5,ElasticNet,PC3,0.0
raw_sector_return,Communication Services,2,5,ElasticNet,PC4,0.0
raw_sector_return,Communication Services,2,5,ElasticNet,PC5,-0.0
raw_sector_return,Energy,2,5,OLS,PC1,-0.023640547178516068
raw_sector_return,Energy,2,5,OLS,PC2,-0.019922081213058735
raw_sector_return,Energy,2,5,OLS,PC3,-0.010267685376878478
raw_sector_return,Energy,2,5,OLS,PC4,-0.00509132619072565
raw_sector_return,Energy,2,5,OLS,PC5,-0.013931430411596325
raw_sector_return,Energy,2,5,Ridge,PC1,-0.010385834058446746
raw_sector_return,Energy,2,5,Ridge,PC2,-0.007824120248100712
raw_sector_return,Energy,2,5,Ridge,PC3,-0.002658733932980893
raw_sector_return,Energy,2,5,Ridge,PC4,-0.004726651510452611
raw_sector_return,Energy,2,5,Ridge,PC5,-0.008793242014688807
raw_sector_return,Energy,2,5,Lasso,PC1,-0.0
raw_sector_return,Energy,2,5,Lasso,PC2,-0.0
raw_sector_return,Energy,2,5,Lasso,PC3,0.0
raw_sector_return,Energy,2,5,Lasso,PC4,-0.0
raw_sector_return,Energy,2,5,Lasso,PC5,-0.00034243614552778844
raw_sector_return,Energy,2,5,ElasticNet,PC1,-0.0
raw_sector_return,Energy,2,5,ElasticNet,PC2,-0.0
raw_sector_return,Energy,2,5,ElasticNet,PC3,0.0
raw_sector_return,Energy,2,5,ElasticNet,PC4,-0.0
raw_sector_return,Energy,2,5,ElasticNet,PC5,-0.000302478191422096
raw_sector_return,Financials,2,5,OLS,PC1,-0.006322963732312306
raw_sector_return,Financials,2,5,OLS,PC2,-0.004481283893392704
raw_sector_return,Financials,2,5,OLS,PC3,-0.005293101089530741
raw_sector_return,Financials,2,5,OLS,PC4,0.0037689840263537607
raw_sector_return,Financials,2,5,OLS,PC5,-0.006929596316065031
raw_sector_return,Financials,2,5,Ridge,PC1,-0.00020787566890836595
raw_sector_return,Financials,2,5,Ridge,PC2,-9.002561481816134e-05
raw_sector_return,Financials,2,5,Ridge,PC3,-0.0002557232650688475
raw_sector_return,Financials,2,5,Ridge,PC4,0.000141327124348746
raw_sector_return,Financials,2,5,Ridge,PC5,-0.0005291070171522358
raw_sector_return,Financials,2,5,Lasso,PC1,-0.0
raw_sector_return,Financials,2,5,Lasso,PC2,-0.0
raw_sector_return,Financials,2,5,Lasso,PC3,-0.0
raw_sector_return,Financials,2,5,Lasso,PC4,0.0
raw_sector_return,Financials,2,5,Lasso,PC5,-0.0
raw_sector_return,Financials,2,5,ElasticNet,PC1,-0.0
raw_sector_return,Financials,2,5,ElasticNet,PC2,-0.0
raw_sector_return,Financials,2,5,ElasticNet,PC3,-0.0
raw_sector_return,Financials,2,5,ElasticNet,PC4,0.0
raw_sector_return,Financials,2,5,ElasticNet,PC5,-0.0
raw_sector_return,Industrials,2,5,OLS,PC1,-0.009598307360522423
raw_sector_return,Industrials,2,5,OLS,PC2,-0.005222796682340812
raw_sector_return,Industrials,2,5,OLS,PC3,-0.0005244944924738269
raw_sector_return,Industrials,2,5,OLS,PC4,0.004892590731234716
raw_sector_return,Industrials,2,5,OLS,PC5,-0.0030154103294591913
raw_sector_return,Industrials,2,5,Ridge,PC1,-0.0005475183473013732
raw_sector_return,Industrials,2,5,Ridge,PC2,-0.00013806328013152844
raw_sector_return,Industrials,2,5,Ridge,PC3,0.0002399562876152363
raw_sector_return,Industrials,2,5,Ridge,PC4,0.00026014484496382875
raw_sector_return,Industrials,2,5,Ridge,PC5,-0.00015808824915766273
raw_sector_return,Industrials,2,5,Lasso,PC1,-0.0
raw_sector_return,Industrials,2,5,Lasso,PC2,-0.0
raw_sector_return,Industrials,2,5,Lasso,PC3,0.0
raw_sector_return,Industrials,2,5,Lasso,PC4,0.0
raw_sector_return,Industrials,2,5,Lasso,PC5,-0.0
raw_sector_return,Industrials,2,5,ElasticNet,PC1,-0.0
raw_sector_return,Industrials,2,5,ElasticNet,PC2,-0.0
raw_sector_return,Industrials,2,5,ElasticNet,PC3,0.0
raw_sector_return,Industrials,2,5,ElasticNet,PC4,0.0
raw_sector_return,Industrials,2,5,ElasticNet,PC5,-0.0
raw_sector_return,Technology,2,5,OLS,PC1,-0.005647325763759782
raw_sector_return,Technology,2,5,OLS,PC2,-0.000511999126422461
raw_sector_return,Technology,2,5,OLS,PC3,0.01194868171326408
raw_sector_return,Technology,2,5,OLS,PC4,0.0017624205040868877
raw_sector_return,Technology,2,5,OLS,PC5,-0.00013344963734286897
raw_sector_return,Technology,2,5,Ridge,PC1,-0.0006810833374402791
raw_sector_return,Technology,2,5,Ridge,PC2,-9.025551776782942e-05
raw_sector_return,Technology,2,5,Ridge,PC3,0.0011496141719789697
raw_sector_return,Technology,2,5,Ridge,PC4,5.08697203778054e-05
raw_sector_return,Technology,2,5,Ridge,PC5,4.812159963205273e-05
raw_sector_return,Technology,2,5,Lasso,PC1,-0.0
raw_sector_return,Technology,2,5,Lasso,PC2,-0.0
raw_sector_return,Technology,2,5,Lasso,PC3,0.0
raw_sector_return,Technology,2,5,Lasso,PC4,0.0
raw_sector_return,Technology,2,5,Lasso,PC5,0.0
raw_sector_return,Technology,2,5,ElasticNet,PC1,-0.0
raw_sector_return,Technology,2,5,ElasticNet,PC2,-0.0
raw_sector_return,Technology,2,5,ElasticNet,PC3,0.0
raw_sector_return,Technology,2,5,ElasticNet,PC4,0.0
raw_sector_return,Technology,2,5,ElasticNet,PC5,0.0
raw_sector_return,Consumer Staples,2,5,OLS,PC1,0.001764267457417327
raw_sector_return,Consumer Staples,2,5,OLS,PC2,0.0018301421293867466
raw_sector_return,Consumer Staples,2,5,OLS,PC3,0.0022276303039323723
raw_sector_return,Consumer Staples,2,5,OLS,PC4,0.0018594846920185761
raw_sector_return,Consumer Staples,2,5,OLS,PC5,-0.0048551077374980435
raw_sector_return,Consumer Staples,2,5,Ridge,PC1,7.52664731771598e-05
raw_sector_return,Consumer Staples,2,5,Ridge,PC2,3.827359960320873e-05
raw_sector_return,Consumer Staples,2,5,Ridge,PC3,0.00010943999840712993
raw_sector_return,Consumer Staples,2,5,Ridge,PC4,7.995724450036697e-05
raw_sector_return,Consumer Staples,2,5,Ridge,PC5,-0.00038326096878665464
raw_sector_return,Consumer Staples,2,5,Lasso,PC1,0.0
raw_sector_return,Consumer Staples,2,5,Lasso,PC2,0.0
raw_sector_return,Consumer Staples,2,5,Lasso,PC3,0.0
raw_sector_return,Consumer Staples,2,5,Lasso,PC4,0.0
