,Materials,Communication Services,Energy,Financials,Industrials,Technology,Consumer Staples,Real Estate,Utilities,Health Care,Consumer Discretionary
2017-12-01,0.016286151094595747,,0.04573099439309414,0.01417125960394161,0.015568068740272167,0.0017228921347340886,0.014986671366193471,-0.01524683829697826,-0.06925792012157872,-0.009464614704183694,0.0211071122430615
2018-01-01,0.045079837540892065,,0.04273995230902794,0.07051693785180602,0.059378512188787314,0.07435834520393514,0.023900860236098165,-0.008304568944835,-0.022099806034023395,0.06981320323857876,0.09612853806500632
2018-02-01,-0.05274028752624493,,-0.10835016564800448,-0.029253714245358275,-0.03863069981059819,-0.004090450552838298,-0.07627132596435848,-0.06809026758037795,-0.038793279658693613,-0.04494868315777689,-0.03469076646543923
2018-03-01,-0.04511150974688638,,0.010039147113559688,-0.04502927192289552,-0.03078910584897976,-0.040340450219863655,-0.01460387864758328,0.032215113330896106,0.029963398382159445,-0.03256468103920007,-0.026712553534348316
2018-04-01,0.0050544739312707865,,0.10273703416140911,-0.0007284964554539197,-0.02394576998317477,0.0037418202179859694,-0.03603694121768841,-0.0002642817972230427,0.028311344254826176,0.014115451835729598,0.026807160687549514
2018-05-01,0.020522510086641077,,0.029941759904059007,-0.009836125807753282,0.03073915217540968,0.06782748958153806,-0.01565909389846043,0.022336986852430574,-0.01105523028541977,0.001823391369812244,0.019865360346180916
2018-06-01,-0.0018905726114312182,,-0.001052109556415437,-0.0217070387552597,-0.03774828720734047,-0.006151539989549204,0.03765624177950744,0.035782195524357574,0.019023267691707257,0.01274135717388103,0.033471845846450465
2018-07-01,0.033374441714188574,-0.021603319577623736,0.02239830551763977,0.055700730658210684,0.0781575626803126,0.024488219325575766,0.04763793399272753,0.019011627435911782,0.02506176114077685,0.06948790902863267,0.020697732905248456
2018-08-01,-0.0077013831726949755,0.014857751104780492,-0.03475108282041839,0.013595623910779508,0.002340574172631671,0.06598969900286744,0.003920371782581533,0.024206008055717376,0.01288102749762321,0.04329249567363935,0.0510472284353527
2018-09-01,-0.022608273395688494,-0.0036599320715402506,0.017463698517013793,-0.026473685673479408,0.016860939513298145,-0.003571466979138349,0.0027888687335710927,-0.03663221767584701,-0.015335526019619627,0.025544328275316053,0.0023086536412053604
2018-10-01,-0.08751046621897718,-0.05786489269452244,-0.10718503768940268,-0.042908340508089005,-0.10436743206325239,-0.07692799946974027,0.027230413705083167,-0.005556442067730205,0.02892097466145116,-0.06415378721218579,-0.0983200003811684
2018-11-01,0.038015547267517436,-0.022372211371639916,-0.01563414990877221,0.026255536627487475,0.03806519298251687,-0.01962487538697799,0.022723367031147745,0.05484582326261811,0.03538794678599011,0.08083433821249852,0.024767703700157906
2018-12-01,-0.07489474926185491,-0.08287041455626476,-0.1325065969314584,-0.11679627736316167,-0.11207586858443253,-0.08772449733738341,-0.09740497342651411,-0.08419524750256568,-0.04802999312663292,-0.09763202779675428,-0.08315575250416651
2019-01-01,0.06288660601133778,0.12112884111705702,0.12252136980104056,0.09579064130449044,0.12115222115629876,0.07401839996619497,0.06101923184132163,0.12042072049464903,0.043558328582435246,0.05284390164905939,0.10298290966727452
2019-02-01,0.03186533753903098,-0.00455227011980075,0.023047789643902084,0.02235960681488036,0.06367568237982946,0.06910143452845707,0.01779376927662657,0.011069053851507027,0.04108837441562785,0.010808551790636,0.01314573627588378
2019-03-01,0.008174184278359808,0.018510550885757482,0.013333545897929566,-0.03054321532930082,-0.017160002564120203,0.04431206533755727,0.03257263722254211,0.04350325453936943,0.0203473997410617,0.001091006568747055,0.033027687256638405
2019-04-01,0.0396061183998655,0.0724462911046655,0.007690513282005762,0.09541233781683389,0.04571022926240098,0.0670856281250316,0.034150333553467416,0.0004534172821406557,0.016768183352599886,-0.023516115351434386,0.0582324247380408
2019-05-01,-0.08180998740540468,-0.0595165926911716,-0.11102718398743394,-0.07173468371176472,-0.07640024474947271,-0.0866473964160388,-0.03638872021831674,0.01221229449224226,-0.007835120684048014,-0.022182270954543726,-0.07603923442021743
2019-06-01,0.10900475434997059,0.045232397522015466,0.08405646038620018,0.061130374558263645,0.07453119662978547,0.08554748890121,0.044236552694651765,0.008225912500295918,0.023691065206600914,0.06141142923158882,0.07445460869774201
2019-07-01,0.0032292444053692027,0.03416912738496003,-0.006869894536288279,0.02876562918502401,0.009538425854337396,0.038639033687438484,0.031220051119088765,0.0254761747243053,0.006630726827896893,-0.011993990188829073,0.016243512957444972
2019-08-01,-0.028282780752477588,-0.024616235751877324,-0.08325360531559134,-0.04707952540873972,-0.026471530746894012,-0.015352508310259028,0.021706474508927043,0.048115420435917544,0.05088166102084979,-0.005924945984322361,-0.009443375048283853
2019-09-01,0.02663624551195043,-0.00020162033017057102,0.029923320829867928,0.04011893350634543,0.024683292866370277,0.012574000555497067,0.011528055372648671,0.003315427535690807,0.03451570763213074,-0.00518753407034811,0.00936606666932227
2019-10-01,0.004854949383515494,0.02459745933471602,-0.011991566297710476,0.030225248314748043,0.01669561723048063,0.04222845803860453,0.001658111220747438,0.006438454547156969,0.00010649569975451634,0.055625470739354865,0.00456427157237993
2019-11-01,0.031792446505003014,0.038324621063836384,0.0160456397631199,0.05052287692143054,0.044962551523343386,0.053663343076376435,0.013734217816743222,-0.017289630643854026,-0.018677138622066214,0.05002628332214698,0.013239607041765522
2019-12-01,0.02298467794386294,0.020357923623365748,0.01952792232373235,0.02089555183760705,-0.006948163680427055,0.03981410911250327,0.015806583218977766,0.0005175051114234552,0.02490094942341381,0.023821572013659642,0.024254965762931846
2020-01-01,-0.056533593252690584,0.007408423766415595,-0.07436471408545553,-0.021685487015387972,0.0005306890016913979,0.04331853943562547,0.01139304123804119,0.025522699829504614,0.0758080603062039,-0.016311447152107306,0.0024966245995936553
2020-02-01,-0.08519861367299719,-0.05843076431803229,-0.15288184472722555,-0.1124833963978531,-0.09900147277700289,-0.07300967495740618,-0.08214616169967137,-0.06219730928807532,-0.09857919632580281,-0.06586645348386233,-0.07572590418855885
2020-03-01,-0.14567534162638351,-0.12844753510096296,-0.3580736982895063,-0.21699880903136026,-0.1925286600802738,-0.09052849457232592,-0.06070002935759611,-0.1573797364870857,-0.10887748251981721,-0.04351567583018667,-0.15324180877532134
2020-04-01,0.15956134237216912,0.13973013336617912,0.33690019053352116,0.10390253951413952,0.09656896442276475,0.14330358576948488,0.0757048939505729,0.10239223660615071,0.04373313525631062,0.1313390683445088,0.19459352832980392
2020-05-01,0.06881235599006774,0.07438366079023706,0.020000077677375216,0.02720491079230558,0.053885526807254225,0.0717647501623686,0.016649557267919723,0.021521793092092567,0.0424379213695385,0.03288869032261488,0.06509437072673485
2020-06-01,0.01623089603063943,0.000370247018452563,-0.02347792867839238,-0.011533623475500132,0.015221075205620771,0.06655115907094644,-0.009961230295187695,0.004617423885626248,-0.05461531703544431,-0.028540921389588747,0.028343531069695338
2020-07-01,0.07704797476792535,0.07785813827120558,-0.035877929103896866,0.045086034734426406,0.04874033108417608,0.05975998421365891,0.07756803903867326,0.04967220256286531,0.08697229804852569,0.05902926929882146,0.07524150681185926
2020-08-01,0.04357189700716835,0.08825039709940441,-0.010546309395051301,0.0428629400470697,0.08476224997513282,0.11880826484737517,0.04593337087789795,-0.0002761469852826659,-0.02597385403659669,0.025869701937645484,0.0955477530547375
2020-09-01,0.01031923516153288,-0.06101792447733645,-0.1598878960575999,-0.039505263253750145,-0.010667245019225668,-0.055443049501408104,-0.022568106234282737,-0.027034242232410244,0.002194030771106803,-0.025679174820818607,-0.02072114172947903
2020-10-01,-0.002553778008057228,-0.0012588873726118166,-0.025292284235367113,-0.003272195868597061,-0.01058878113512407,-0.04793868895395126,-0.022921508774154886,-0.025927031129425293,0.059556781609477305,-0.032382968406916235,-0.025209500190654932
2020-11-01,0.1236149291003521,0.10472994410671377,0.27994418529748044,0.16848277080519747,0.16027456795564543,0.11383723607463869,0.0746867210184039,0.06881412805721765,0.007374323120634907,0.07948041759492952,0.09995093352892992
2020-12-01,0.019721391029299706,0.03180410196057859,0.031012290655945796,0.057388714883345626,0.0059071569366064836,0.052963997614124514,0.008070632256776511,0.0016433899847343447,-0.002228004645816073,0.03371595845524067,0.022383234659921536
2021-01-01,-0.019299085112268632,-0.007308800692711004,0.051342524881633045,-0.012710889999673514,-0.03872767796517784,-0.006073885458275807,-0.041859474036146316,0.018495367125433537,-0.0003949228562196705,0.018197311876093636,0.009518042653304581
2021-02-01,0.041195027373602144,0.07012570951841846,0.22456780287418132,0.11606223647054525,0.06889195875151666,0.013650861770754696,-0.012326341177920863,0.015778100925928795,-0.060981566248444974,-0.02103807071043562,-0.005308216604083427
2021-03-01,0.07137989053127769,0.024451778934655666,0.01889897367177129,0.053853184948103205,0.08652476464409409,0.016221584679393608,0.0791467874633871,0.05757912183462621,0.09732699635947206,0.0366753189182194,0.042941262752298925
2021-04-01,0.05825697834582977,0.06639229781754619,0.017408142077985467,0.0696242677855603,0.03853456507971975,0.05409916981995999,0.024099515942366923,0.09387293213401171,0.0496282777557393,0.04292561474518419,0.06624762676487395
2021-05-01,0.05081914314503755,0.009480961984019043,0.057096415620929264,0.0477111082849222,0.03129602561622269,-0.009305921972009412,0.01767726670220382,0.011456548769906316,-0.0233813062152054,0.018709074410880655,-0.03398173506166635
2021-06-01,-0.05672718034712454,0.02766878901478842,0.03179477234795658,-0.03421963005230921,-0.02587520146526745,0.06690781512282595,-0.011862460278059261,0.024734621471156792,-0.02961948594585828,0.019012819677399984,0.033036494440281894
2021-07-01,0.02520672104131272,0.019490226043406222,-0.0737932598004657,-0.0006904899109294593,0.01256688047943122,0.04077714722510306,0.028647743332657072,0.05301373016011546,0.051436824005166804,0.05332036535659368,0.01202817593403549
2021-08-01,0.01892389866633537,0.03907748918918963,-0.020044642380789623,0.05147891574368413,0.011126234998744211,0.035593531194600736,0.01048808175001592,0.028029260561907465,0.0389572962640059,0.023155658974334026,0.01784620894266431
2021-09-01,-0.07592569065063026,-0.06435413953403946,0.0762397036131186,-0.022656533473188856,-0.06382179669401311,-0.06005303074069723,-0.047329137586455405,-0.06774326731631819,-0.06798942028524346,-0.058501592993630336,-0.022869352867242787
2021-10-01,0.08067407486618317,0.004086927512138461,0.11668687061094052,0.07738638992089486,0.07141745012159739,0.08367349966513227,0.04145939387545172,0.08184246175096965,0.05536375448847264,0.054921602500003,0.1226016387845501
2021-11-01,-0.005521671194925304,-0.061394906815917416,-0.050113383360411934,-0.057128916512629635,-0.035601422851134545,0.04451196197982621,-0.01347358242344543,-0.008992015318690094,-0.017038116302083628,-0.030563500509921182,0.016355960294113903
2021-12-01,0.0704074212160617,0.030648813039990896,0.01666976241508178,0.02871462444953976,0.05001467063014542,0.03052389701063607,0.09702646594209496,0.09326828098808759,0.08833851334109633,0.08602487775073109,0.0
2022-01-01,-0.06326027982659566,-0.046059412403331446,0.20312706234326194,0.005048271940121252,-0.04432426932220679,-0.06667958528157314,-0.008030391638577439,-0.07845128533347978,-0.024946950594639028,-0.06498455448017948,-0.0939789415792901
2022-02-01,-0.01267045265483513,-0.07437438900222348,0.07069198521446007,-0.013824874130016318,-0.008437520985185132,-0.04877438395546563,-0.014084467486680352,-0.04795098331928016,-0.019061371180692954,-0.009677621553157323,-0.04065949980714301
2022-03-01,0.05720831236934276,0.004820986747446021,0.08302631735079724,-0.005192404125342054,0.030934045539749322,0.03154387195023989,0.013217689140524902,0.07210989817788827,0.09612834323513453,0.054093606436309116,0.0426646238718269
2022-04-01,-0.03176202624765978,-0.139137369866835,-0.007471910770225021,-0.09590209609988587,-0.07305762311354436,-0.10852983403836858,0.027700332915445935,-0.03007156081976481,-0.036581278457395006,-0.04594198848431574,-0.11821480091116421
2022-05-01,0.011760572339087005,0.01896377933311655,0.16034575383641703,0.02781821504065385,-0.004624786804620196,-0.006859147887746331,-0.04082935928634679,-0.05107294668245754,0.04308186139130776,0.014889946228577422,-0.0512034585649741
2022-06-01,-0.1444843015911419,-0.09820541494136703,-0.17993139656602297,-0.1133352284027841,-0.07771924898891369,-0.09490919729175651,-0.030750747557795388,-0.07598378218265867,-0.05650495351595897,-0.03017467974640098,-0.11039215922781287
2022-07-01,0.06889614492771567,0.041209419077848475,0.10892792792737493,0.07757355017222878,0.09983873875063742,0.13746663094756473,0.039752843574785146,0.09390212538773035,0.0629088324337519,0.0367977516305904,0.18712938602362383
2022-08-01,-0.03481348561037545,-0.03530241329053241,0.026524096919708473,-0.01957886906208328,-0.02833551263036671,-0.062127310471015385,-0.018526363024659154,-0.05615690280783048,0.0052736956088346165,-0.05770406432929942,-0.044954786974560235
2022-09-01,-0.0981303461864147,-0.11934543416349164,-0.10534190149525491,-0.08139178446464512,-0.10857644865480831,-0.1218393292203539,-0.08726546782330358,-0.1395461699172953,-0.1187784854923497,-0.029256044503409462,-0.0839819545470577
2022-10-01,0.09541207618278169,0.008810401376272203,0.26327817311387847,0.1251237283447746,0.14439469878021804,0.07918613728391533,0.09715541726551291,0.02927986195222343,0.026290712654283066,0.10048025377977754,0.013208714303938107
2022-11-01,0.11703580417004633,0.06845041544265928,0.012777796490154092,0.06856979916026429,0.07811319586061538,0.06326715958511198,0.06117663508754223,0.06833645924390064,0.06963154958254969,0.04723139335210891,0.014858023416726152
2022-12-01,-0.061268830823644094,-0.06833599574875104,-0.040373069897657876,-0.05811067003002912,-0.03450640049050224,-0.08473068039213583,-0.034201326687558486,-0.05886851554598038,-0.013019642966712541,-0.02280235351068527,-0.11637131101326892
2023-01-01,0.09678668304936844,0.1505644141568152,0.03871279628372237,0.07570911924573709,0.04201325618861462,0.09571186110339047,-0.0037721557680291395,0.11158599022872506,-0.011981515740596249,-0.01428550854408428,0.15444028796180964
2023-02-01,-0.03331370684087742,-0.02868554493191755,-0.0693871035063165,-0.02297606773339489,-0.008640026454004746,0.0041190337598855375,-0.02318959696074152,-0.0586354850781432,-0.0591980721382418,-0.04641544988860302,-0.021250535959804417
2023-03-01,-0.014297871596635758,0.08355147268629315,-0.01027607799691177,-0.09994405903832915,0.002079573973762683,0.10613796102867012,0.03720668702030183,-0.02172201114299166,0.04138472603633714,0.01800736029016714,0.027483552975444248
2023-04-01,0.0029796811618236774,0.036118411358570635,0.038493950557739076,0.03684685001522525,-0.007607274663249508,0.0010130974822268879,0.04152457678109123,0.017085165670725155,0.026568634253821166,0.03546106348175626,-0.00821693583244587
2023-05-01,-0.06865303230191433,0.039065133387568673,-0.10031708098925163,-0.0425082235918921,-0.03150001894895149,0.08917306919272616,-0.06159624294700017,-0.045298132437849414,-0.05871289850083916,-0.042686808242474394,0.02536160346553018
2023-06-01,0.10463901235739703,0.045629683450135294,0.05979896804062812,0.06139789986235922,0.10810525597782461,0.058315205537907255,0.020641227774385484,0.04578248099183724,0.007854708059019888,0.03833212179253831,0.12004494782988506
2023-07-01,0.039464368413390405,0.05872343054569584,0.08723069552098761,0.052759831172911165,0.033000030703719485,0.027974108242641904,0.028548046778383185,0.023010389631375805,0.03315196102550866,0.014858724828443304,0.025201657924327492
2023-08-01,-0.03301448135076612,-0.015409297228717977,0.01646095556052929,-0.02688937417695836,-0.01983328279966634,-0.015082717906830245,-0.03947217639176637,-0.030636088862055266,-0.0612792716878241,-0.007006986981308305,-0.017439869264079588
2023-09-01,-0.052358554258064904,-0.03189122564355795,0.01653179476964861,-0.035195001675916604,-0.06329128144227336,-0.06677671158731946,-0.05428807001120617,-0.07968688539356761,-0.06400890332687459,-0.03355600390273106,-0.0569973635904899
2023-10-01,-0.02703183386896002,-0.01050100657954478,-0.05057363932596892,-0.020058776171970938,-0.025836509189806067,0.0026249218118485906,-0.007122566938624009,-0.02072492798114889,0.02110445411297346,-0.02865593079007711,-0.053481618504909845
2023-11-01,0.08348679460449882,0.07802844887726335,-0.00716054644142905,0.10939428539474849,0.08834895967063638,0.12895568572659766,0.041261429632040825,0.12477355742069007,0.05143243555890997,0.054360021681080894,0.10966483451375031
2023-12-01,0.037980815746471164,0.041421777064907905,-0.008749207268855308,0.047353731810674926,0.06482958901597913,0.039533274190982404,0.019388456663088416,0.07601391346826536,0.009082176194795233,0.038610940292452156,0.05942629419119094
2024-01-01,-0.03221372933074074,0.046881063107702126,0.004427038235495617,0.03595470113983823,-0.004231705379767581,0.029281718665037593,0.020030693855935144,-0.03805322762519703,-0.02054489530933068,0.033938418838874274,-0.0424149502545923
2024-02-01,0.06507731678095574,0.04586163918012609,0.03272985382002136,0.04076380184095174,0.07183994763263302,0.047045745572638964,0.020981764973961203,0.02570157689587771,0.010577512478472828,0.031628561370887986,0.07892584258009583
2024-03-01,0.06087245139359587,0.02898191995449051,0.09600655838129124,0.044124753901287894,0.04099168966671818,0.006232399608830708,0.02565480693887845,0.010738893403252625,0.05716594549938114,0.02009364259091906,-0.002820001630799651
2024-04-01,-0.04243326680803294,-0.043954071928733796,-0.0014218943770343273,-0.038177520011819954,-0.032267700291597534,-0.056061220203576845,-0.0039831555837508414,-0.07825985187019213,0.025002177998249886,-0.04666119522279699,-0.04289209074757927
2024-05-01,0.03272046485782654,0.06935529744601987,-0.003421736676816667,0.03171450995314773,0.016375927944496382,0.07076972036472395,0.02437072006109764,0.0513955545904452,0.08960155881687615,0.024014855607222385,0.0019929252346901905
2024-06-01,-0.035179764310843575,0.02882524807692355,-0.021995597948268997,-0.012728106853177379,-0.013278303827297444,0.07646547797311554,-0.00982652760972802,0.009461208048676895,-0.0629813765434295,0.014265717031924252,0.03654021062340096
2024-07-01,0.048340211854377646,0.00416583685501748,0.03081202625109869,0.06818737053374613,0.05275496988430861,-0.031145923141372323,0.024259060513931452,0.08327162925873766,0.07685486777480421,0.030643500959835812,0.030116963964360144
2024-08-01,0.023225736937144914,0.017834226356852723,-0.020705883982336193,0.045724759898673195,0.028155904524534092,0.0069927866134096295,0.05985877540329554,0.057295401578176364,0.04808360940927647,0.05059159385273149,-0.001973402625252252
2024-09-01,0.022273740263358155,0.03527259286077733,-0.03812446296430361,-0.009182227094204798,0.030275146620256432,0.024644774001064684,0.0059384441955483425,0.025717612002214674,0.05885412712709326,-0.02022891618313294,0.07081012811563858
2024-10-01,-0.026697901859700335,0.02123172221025782,0.017330259496713296,0.029315292036276697,-0.008678897535772778,-0.013823417152491801,-0.029568976065170283,-0.026129240450528446,-0.004066434517445261,-0.042866067689539045,-0.015340344923242655
2024-11-01,0.014883736112380141,0.06910029816532925,0.07833839301005852,0.10456097862346025,0.07591741021893905,0.051700801687585285,0.03869187688952769,0.04166669764903319,0.03779257908106626,0.0036766956211289337,0.12905692454404427
2024-12-01,-0.11225992209280422,-0.016158516250512567,-0.1033181702734779,-0.058628589627705785,-0.0849366780651094,-0.005176913053540733,-0.05539523781394573,-0.09622237418948643,-0.08730247791912826,-0.06675245609604474,0.009221847575083375
2025-01-01,0.06076843110682861,0.060284703327663,0.03169782427664747,0.06951160895110275,0.05529891048735647,-0.005727873873666245,0.012330218172395213,0.02939374663271832,0.03745808927627592,0.07243565675680053,0.03681740599937622
2025-02-01,-0.0003379366900830849,-0.0037118035109511283,0.03833860028794689,0.013794480228948913,-0.014600726095253425,-0.022875909281760642,0.0519117273996863,0.0417674680907385,0.017206034074794374,0.014025961728520109,-0.06981955247707083
2025-03-01,-0.03132038783485114,-0.05441174594186027,0.026923110463848765,-0.04541976514519919,-0.03858276469705424,-0.08446764369635351,-0.01697143926749456,-0.030127529869012126,-0.004670590828792176,-0.019606584842751462,-0.08566398036165213
2025-04-01,-0.01965693852531958,-0.007543088647937957,-0.13185839129810806,-0.017524501865006203,0.004219477695102114,0.018687853639658414,0.007266470315397955,-0.006825739322198876,0.007736228618113072,-0.034220347585208866,0.001736798829367281
2025-05-01,0.02920471097207855,0.06244769871090772,0.012794959800795924,0.04511906446269509,0.08840135684433159,0.09972846872939423,0.012220471505447694,0.01041167277212085,0.03827629240726482,-0.05574148113021571,0.08384879950139768
2025-06-01,0.017025833137375157,0.07031551242642209,0.04023076539720516,0.02766867220915259,0.03290852890084617,0.09666099928576788,-0.022455686665013297,-0.007428788017379562,-0.0031737514709789805,0.016209226213859562,0.016510762696990033
2025-07-01,0.0041783140663085305,-0.007917651471317733,0.03666350771096849,0.0034271445171532022,0.033572658819138956,0.03927441696081391,-0.007937791327186416,0.008802387380141052,0.05639004799662084,-0.027727169235987947,0.021031546541395274
2025-08-01,0.05186366206337967,0.03705422740809228,0.036463803676366036,0.030933778483985375,0.0,-0.001103824843464496,0.012534491324339925,0.02173398600978449,-0.015758155795683404,0.05366858268083252,0.04656106511787472
2025-09-01,-0.028825290612562005,0.0626627752107285,-0.01161638301452006,-0.0022226285104356425,0.014604288016617284,0.07395696455392797,-0.029834052295457325,-0.004254407542729655,0.03427424590421024,0.012661058175183593,0.03408989014356978
2025-10-01,-0.039538570017846,-0.026692605732385077,-0.005125887620924585,-0.024644619182423444,0.009535303524884409,0.06814171875540165,-0.019989350433052278,-0.02178559579735284,0.0285489705658184,0.04124233696432045,0.0029760448593725286
2025-11-01,0.04353912833628182,0.005051932166589834,0.02632478773684599,0.018331163227289782,-0.00883527582919763,-0.04809087904861853,0.0405087416396559,0.018826250209896145,0.01717172147144086,0.09289422803895753,-0.014462479977161768
2025-12-01,0.014541386446340177,0.020192328295371542,-0.011387497282503767,0.027001698820839692,0.009304354306743035,0.006009286408331649,-0.021292706678663564,-0.031677474925011495,-0.05792784267640061,-0.01807800644555535,0.009980507272212114
2026-01-01,0.09204705908730282,0.02334988641701119,0.15153584090705352,-0.020873232132380792,0.0701821346359881,0.0008908275056329629,0.0836763621400538,0.03798735358477545,0.02070795662716529,0.003869154471564107,0.01675010565117696
2026-02-01,0.08402677699239214,-0.016905346783045005,0.09539665848374734,-0.03761222018676169,0.07072043608262613,-0.03558535174154043,0.07783495460586964,0.05817040326322065,0.1035837780437574,0.03528493724752524,-0.03556987522013977
2026-03-01,-0.06440735650351581,-0.06090646351091378,0.09549362861067423,-0.04005451976192265,-0.08699334290328053,-0.042231187466157394,-0.08921230547242887,-0.06865873067041917,-0.03855016992396865,-0.08483138152942227,-0.0674310689669474
2026-04-01,0.0345985918624927,0.054318985503043926,-0.01991939928916231,0.06133220439920839,0.0824865995713302,0.20164277902148298,0.0342102241253015,0.09474477653479685,0.028057216534671525,-0.00013533431651890915,0.08816057420282153
2026-05-01,-0.022925981682338503,-0.009012127993355379,-0.0026823108687212827,-0.003644781076409087,-0.016095758558377415,0.13097178300720014,0.005811950033844049,0.0036036000430956783,-0.03201707681652466,0.026714115691070406,0.0070131123088792435
